palabra,mean_rt,mean_error,concreteness,familiarity,aoa,palabra_noaccents
borrador,642.336842118421,2.564102564102564,,,,borrador
borrar,560.1716666666666,0.0,,,,borrar
borrasca,683.9324324378379,2.631578947368421,5.611,5.0,,borrasca
borroso,587.0283783783784,0.0,,,,borroso
bosque,601.1769230769231,0.0,,,,bosque
bota,642.5287142885715,5.405405405405405,,,,bota
botánico,618.203124996875,0.0,,,,botanico
bote,610.395,14.70588235294118,,,,bote
botella,562.1891891756757,0.0,,,,botella
botín,625.459374996875,3.03030303030303,,,,botin
botón,603.9736842210526,0.0,,,,boton
bóveda,645.48285714,2.777777777777778,,,,boveda
boxeador,632.0315789684211,0.0,6.448,4.828,,boxeador
boxeo,567.429729754054,2.631578947368421,5.7,5.524,,boxeo
bóxer,638.183,2.777777777777778,,,,boxer
braga,639.3481481333333,6.896551724137931,5.9,5.95,,braga
brandy,827.4882352882353,45.16129032258064,4.63,3.773,9.5,brandy
brasa,623.2459459594595,7.5,,,7.0,brasa
brasero,711.4962963148148,10.0,,,7.818,brasero
bravo,564.0029411882354,0.0,3.895,5.308,,bravo
bravura,767.84,47.36842105263158,4.579,2.75,,bravura
brazo,550.6764706,0.0,,,,brazo
brecha,681.525,8.571428571428571,,,7.19,brecha
breve,598.5093750125,0.0,3.2,6.148,,breve
brevedad,686.355,4.761904761904763,,,,brevedad
brigada,648.63157895,5.0,,,8.857,brigada
brillante,601.8868421105263,0.0,,,,brillante
brillantez,732.6749999964286,15.151515151515149,,,7.333,brillantez
brillar,597.7454545454545,0.0,4.522,5.714,4.385,brillar
brillo,585.2171428628571,0.0,,,,brillo
brincar,714.0055555416667,5.263157894736842,,,,brincar
brindar,616.301612916129,6.0606060606060606,,,6.762,brindar
brisa,627.3767142885714,5.405405405405405,,,,brisa
británico,611.2993750375,0.0,,,,britanico
brocha,674.8105263052631,0.0,5.2,5.667,,brocha
broche,664.7052631605263,5.0,,,9.05,broche
brócoli,659.5047619166667,2.325581395348837,,,,brocoli
broma,580.5676388916667,0.0,,,,broma
bromear,601.228472225,2.7027027027027026,,,4.889,bromear
bronca,640.9708333250001,2.7027027027027026,,,,bronca
bronce,617.0718055555556,0.0,,,,bronce
brotar,645.3536842,2.564102564102564,,,9.714,brotar
brote,641.527027027027,2.631578947368421,,,,brote
bruja,616.4628571371429,0.0,,,,bruja
brujo,639.7727272666666,5.714285714285714,,,5.55,brujo
brújula,585.6371428628571,0.0,,,,brujula
bruma,669.14166665,5.263157894736842,,,10.333,bruma
brusco,639.3909090878788,5.714285714285714,4.308,5.788,6.719,brusco
brutal,636.9205882323529,0.0,3.375,5.893,,brutal
bruto,600.0047618880952,2.325581395348837,3.75,6.038,,bruto
buceador,674.5926388861111,7.6923076923076925,6.462,5.143,,buceador
buen,627.0270270594594,2.631578947368421,3.15,6.55,,buen
buena,612.7000000027027,2.631578947368421,2.8,6.615,,buena
bueno,564.8621250225,0.0,3.259,6.786,,bueno
buey,661.503125,0.0,,,,buey
búfalo,666.7066666666667,6.25,,,,bufalo
bufanda,616.8384615358974,2.5,,,,bufanda
buhardilla,856.8959375,46.666666666666664,,,,buhardilla
búho,653.6111111,2.7027027027027026,,,,buho
buitre,647.7151515121212,15.38461538461539,,,,buitre
bulimia,743.0931034551725,19.44444444444444,6.0,4.321,,bulimia
bullicio,731.9508620586207,17.14285714285714,,,9.45,bullicio
bulto,622.5542856714286,2.777777777777778,,,,bulto
buque,722.4555555592592,27.027027027027028,,,,buque
burbuja,617.2694594594594,0.0,6.043,5.286,3.462,burbuja
burgués,698.2742857085715,0.0,,,,burgues
burguesa,775.7161290290322,16.21621621621622,,,8.611,burguesa
burguesía,649.1060606121213,0.0,,,,burguesia
burla,634.429411767647,2.857142857142857,,,,burla
burocracia,775.31949999,11.76470588235294,,,,burocracia
burra,625.4769444388888,2.7027027027027026,,,4.333,burra
burro,586.6342857228572,2.777777777777778,,,,burro
bus,636.2970588235294,2.857142857142857,5.95,6.84,,bus
buscador,617.1183783756757,0.0,4.333,6.136,7.346,buscador
buscar,582.9591025282051,0.0,,,,buscar
búsqueda,626.2599999914286,0.0,,,,busqueda
busto,668.7348484878788,10.81081081081081,,,,busto
butaca,635.6941176882353,2.857142857142857,,,,butaca
butano,661.8794871846154,0.0,6.35,5.56,,butano
buzón,618.5593750375,0.0,,,,buzon
cabalgata,739.371875,11.11111111111111,,,3.333,cabalgata
caballería,648.9574285799999,2.777777777777778,,,,caballeria
caballero,570.533333339394,0.0,,,,caballero
caballo,561.5101470705882,5.555555555555555,,,,caballo
cabaña,664.0820512820513,2.5,,,,cabana
cabecera,790.3083333277777,5.263157894736842,,,7.0,cabecera
cabellera,746.8177777777778,20.58823529411765,,,6.286,cabellera
cabello,586.6741935516129,0.0,,,,cabello
cabeza,579.6800000166667,3.225806451612903,,,,cabeza
cabida,759.67666667,21.05263157894737,,,9.455,cabida
cabina,629.9515151212121,5.714285714285714,5.55,5.35,,cabina
cable,557.5142857257143,0.0,,,,cable
cabo,685.0558823352941,2.857142857142857,,,,cabo
cabra,569.1971428685714,0.0,,,,cabra
cabrón,582.6135135513514,0.0,,,,cabron
cacao,663.4258823529411,0.0,5.192,6.03,5.188,cacao
cacería,759.2166666433333,3.225806451612903,,,,caceria
cacerola,750.1899999925,4.761904761904763,5.55,5.333,,cacerola
cachorro,608.4738157763157,2.564102564102564,,,,cachorro
cactus,587.6638888944444,0.0,,,5.75,cactus
cadáver,607.2210526315789,2.564102564102564,,,,cadaver
cadena,584.7258108027027,0.0,,,,cadena
cadencia,778.6153846076922,18.75,,,9.7,cadencia
cadera,580.1277777805556,0.0,,,,cadera
caer,624.3388888861111,2.7027027027027026,,,,caer
café,563.4948717923077,0.0,,,,cafe
cafetera,702.9544285771428,5.405405405405405,6.25,6.654,,cafetera
cafetería,573.3352941029411,2.857142857142857,,,,cafeteria
caída,618.3236111166667,2.7027027027027026,,,,caida
caja,571.3612500027778,0.0,,,,caja
cajero,658.424999996875,3.03030303030303,,,5.476,cajero
cajón,551.5837837783783,0.0,,,,cajon
cajonera,710.58583333,3.225806451612903,5.842,5.571,,cajonera
cal,634.8571429071428,24.32432432432433,,,,cal
cala,708.4153030242425,10.81081081081081,,,7.95,cala
calabacín,607.5999999818182,5.714285714285714,,,,calabacin
calabaza,605.1179487205128,0.0,6.2,6.333,,calabaza
calabozo,701.3029411764705,8.108108108108109,,,6.833,calabozo
calamar,621.0655172172413,6.451612903225806,6.379,5.848,,calamar
calamidad,741.9264705882352,5.555555555555555,,,10.6,calamidad
calavera,651.172625,0.0,,,,calavera
calcetín,594.1387096612904,0.0,,,,calcetin
calculadora,607.3374999911765,0.0,,,,calculadora
calcular,579.7727272575758,0.0,,,5.4,calcular
cálculo,574.4542857142857,0.0,,,,calculo
caldero,633.2416666722222,5.263157894736842,5.929,4.429,,caldero
caldo,645.1692307641026,0.0,,,3.95,caldo
calendario,614.0694444166667,2.7027027027027026,,,,calendario
calentamiento,639.0096774161291,0.0,,,6.1,calentamiento
calentar,615.45180555,2.7027027027027026,,,,calentar
calibre,645.5842105578947,0.0,,,9.9,calibre
calidad,562.5410256333333,2.5,,,,calidad
caliente,618.5700000075,0.0,4.13,6.576,,caliente
calificación,669.1863333466666,3.225806451612903,,,,calificacion
calificar,613.356250009375,3.03030303030303,,,7.409,calificar
calificativo,724.6817567486487,0.0,,,,calificativo
caligrafía,697.102631581579,5.0,,,,caligrafia
cáliz,637.8096774258064,3.125,,,,caliz
callado,607.7230769205128,0.0,,,,callado
callar,634.8787878757576,0.0,,,3.0,callar
calle,554.2142857142857,2.777777777777778,,6.905,,calle
callejera,636.9657142971429,0.0,4.5,5.485,7.688,callejera
callejón,566.4225806419355,6.0606060606060606,,,,callejon
calma,575.1425,0.0,,,,calma
calmado,631.7594594567568,5.128205128205128,,,,calmado
calmante,660.0627906767442,0.0,,,,calmante
calmar,601.0121212242424,2.941176470588235,4.069,6.483,,calmar
calor,521.1571428342857,0.0,,,,calor
calva,634.765625,3.03030303030303,,,5.158,calva
calvo,647.8507352941176,0.0,,,,calvo
calzada,636.0500000133334,3.225806451612903,,,6.952,calzada
calzado,572.4171428914286,0.0,,,,calzado
calzoncillos,685.3689189216217,0.0,,,,calzoncillos
cama,586.4315714285715,2.777777777777778,,,,cama
cámara,555.0131578578947,0.0,,,,camara
camarada,665.6435897076923,2.5,,,,camarada
camarero,583.8677777666667,2.7027027027027026,,,,camarero
camarote,685.9741935419355,8.823529411764707,,,7.056,camarote
cambiar,610.934375009375,3.03030303030303,,,,cambiar
cambio,598.53714286,0.0,,,,cambio
camello,601.2820512615384,0.0,,,,camello
camilla,696.7216666575757,8.333333333333332,,,,camilla
caminar,561.7657894789473,0.0,,,,caminar
caminata,622.5493055583333,2.7027027027027026,4.9,5.879,,caminata
camino,603.3204411852942,0.0,,,,camino
camión,599.0742857228571,0.0,,,,camion
camionero,597.8705882205883,0.0,,,,camionero
camioneta,669.351351345946,2.631578947368421,,,,camioneta
camisa,579.0190476190476,2.325581395348837,,,,camisa
camiseta,575.5669117676471,0.0,,,,camiseta
camisón,764.64687500625,5.882352941176471,,,,camison
campana,601.7555882411765,2.857142857142857,,,,campana
campanilla,632.0147058823529,0.0,,,4.286,campanilla
campaña,618.7,0.0,,,,campana
campeón,556.590625003125,0.0,,,,campeon
campeonato,650.0163636303031,2.941176470588235,,,,campeonato
campesino,649.3694444944445,0.0,,,,campesino
camping,662.9258064419355,11.428571428571429,,,,camping
campo,627.6526315894737,2.564102564102564,,,,campo
canadiense,698.7777777722222,5.263157894736842,6.087,3.952,8.808,canadiense
canal,578.5764706,0.0,,,,canal
canalla,657.0166666666667,9.090909090909092,4.88,3.769,7.5,canalla
canario,608.9117647264706,2.857142857142857,,,,canario
canasta,722.1861111111111,2.7027027027027026,6.357,6.381,,canasta
cancela,751.8944117617647,8.108108108108109,,,6.5,cancela
cancelar,609.6055555527778,2.7027027027027026,4.52,5.808,6.346,cancelar
cáncer,571.6970588705882,0.0,,,,cancer
cancha,713.890625015625,8.571428571428571,5.913,4.238,7.846,cancha
canciller,767.5607142857143,24.32432432432433,5.222,3.045,10.192,canciller
canción,570.6184210842106,0.0,,,,cancion
candado,719.7257142771429,10.25641025641026,,,,candado
candidato,668.5842105289473,0.0,,,,candidato
canela,637.9000000032258,0.0,,,,canela
cangrejo,611.9128205076923,0.0,,,,cangrejo
canguro,622.5057142771428,0.0,,,,canguro
canica,752.7925925962963,25.0,6.174,5.095,,canica
canoa,691.9733333366667,9.090909090909092,6.3,4.879,,canoa
canon,773.7483870935483,22.5,,,,canon
cansado,601.7263157657894,0.0,4.5,6.714,,cansado
cansancio,649.2171428,5.405405405405405,,,,cansancio
cantante,624.523,2.777777777777778,,,,cantante
cantar,587.7051351378378,0.0,,,,cantar
cante,682.3037037555556,22.857142857142858,,,6.955,cante
cantidad,561.4716216189189,0.0,,,,cantidad
cantina,700.265517237931,12.12121212121212,,,10.0,cantina
caña,612.65714282,0.0,,,,cana
cañada,725.9099999966667,6.25,,,,canada
caño,627.3884,26.47058823529412,,,,cano
cañón,640.9004411823529,5.555555555555555,,,,canon
caoba,829.891999996,35.8974358974359,,,9.5,caoba
caos,616.9093243243243,0.0,,,,caos
capa,612.7690476214286,0.0,,,,capa
capacidad,599.6461538461539,0.0,,,,capacidad
capacitación,712.4032257806451,8.823529411764707,,,,capacitacion
caparazón,774.4314285771428,7.894736842105263,,,,caparazon
capaz,573.8495833388889,0.0,3.556,6.536,,capaz
capellán,774.92812500625,17.94871794871795,,,,capellan
capilla,597.5416666583334,2.7027027027027026,,,,capilla
capital,586.112058817647,0.0,,,,capital
capitalismo,652.0769230769231,2.5,,,,capitalismo
capitalista,586.6999999911765,0.0,,,9.842,capitalista
capitán,600.26338235,0.0,,,,capitan
capitana,757.555624996875,5.882352941176471,5.739,4.048,5.769,capitana
capítulo,609.8274999975,0.0,,,,capitulo
capote,740.3389999999999,30.555555555555557,,,,capote
capricho,673.4051428628571,5.405405405405405,,,,capricho
caprichoso,637.9575757333333,5.714285714285714,,,,caprichoso
cápsula,618.5909722194444,0.0,,,,capsula
captación,662.6558139279069,0.0,,,,captacion
captar,667.68985295,0.0,,,7.556,captar
captura,563.9903225806452,6.0606060606060606,,,8.333,captura
capturar,584.8657142828572,0.0,,,7.7,capturar
capucha,642.7194444222222,2.7027027027027026,,,3.333,capucha
capullo,608.5371428885715,0.0,,,,capullo
cara,579.21875001875,3.03030303030303,,,,cara
caracol,620.4082051307693,2.5,,,,caracol
carácter,618.9822058794118,0.0,,,,caracter
característica,686.7111111138889,2.7027027027027026,,,,caracteristica
caracterización,718.48233333,3.225806451612903,,,,caracterizacion
caracterizar,665.5170270297298,5.128205128205128,,,8.316,caracterizar
carajo,675.260606060606,2.941176470588235,3.12,4.077,9.0,carajo
caramba,714.2460606151515,5.714285714285714,3.08,3.462,6.962,caramba
caramelo,646.8578947394736,0.0,6.0,6.517,,caramelo
caravana,643.965921068421,5.0,,,,caravana
carbón,604.6194444694445,0.0,,,,carbon
carbono,637.4771428742857,2.777777777777778,,,9.636,carbono
carcajada,620.0558823264706,2.857142857142857,,,,carcajada
cárcel,581.2487179538462,2.5,,,,carcel
cardenal,726.9600000142857,5.405405405405405,,,,cardenal
carecer,764.1396969606061,5.714285714285714,,,9.429,carecer
carencia,757.5378787848484,10.81081081081081,,,9.19,carencia
carga,609.561578968421,5.0,,,,carga
cargamento,731.9705882352941,0.0,5.111,4.5,7.846,cargamento
cargar,634.5064515903226,0.0,,,5.909,cargar
cargo,611.9153846256411,0.0,,,,cargo
caricatura,701.9548387161291,6.0606060606060606,,,5.833,caricatura
caricia,682.2462857142857,2.777777777777778,,,,caricia
caridad,683.9580645225807,0.0,,,,caridad
caries,675.012499946875,5.882352941176471,6.35,5.762,,caries
cariño,566.7790697930233,0.0,,,,carino
cariñoso,571.8411764764705,0.0,,,,carinoso
carisma,669.8161290225806,6.0606060606060606,4.55,4.286,,carisma
carismático,671.9499999882353,5.555555555555555,,,,carismatico
carmín,679.936406253125,13.513513513513509,,,,carmin
carnaval,603.92368425,0.0,,,,carnaval
carnero,692.8586206896551,6.451612903225806,,,7.571,carnero
carnet,613.0130555527778,2.7027027027027026,,,5.65,carnet
carpa,651.2387096806451,3.125,,,,carpa
carpeta,607.57281249375,3.03030303030303,,,,carpeta
carpintero,669.3954166666666,0.0,,,,carpintero
carrera,579.3617647529412,0.0,,,,carrera
carreta,672.4568571542857,2.777777777777778,6.259,4.571,,carreta
carretera,639.4054054243243,0.0,,,,carretera
carrito,603.896969660606,2.941176470588235,6.0,6.24,,carrito
carro,562.242972981081,0.0,,,,carro
carromato,777.915999996,34.210526315789465,,,9.7,carromato
carroña,690.541176467647,15.0,,,,carrona
carroza,698.2794117647059,0.0,,,4.444,carroza
carruaje,690.5212121333333,2.941176470588235,,,,carruaje
carta,584.8272727151515,2.941176470588235,,,,carta
cartel,612.7857142571429,0.0,,,,cartel
cartera,658.4150000030303,2.941176470588235,,,,cartera
cartero,672.3757575939394,2.941176470588235,,,,cartero
cartesiano,805.2444444444444,20.58823529411765,,,,cartesiano
cartón,596.0233333233333,3.225806451612903,,,,carton
cartucho,723.6225806483872,13.88888888888889,,,,cartucho
casa,548.802325572093,0.0,,,,casa
casamiento,671.1147059147058,0.0,,,5.842,casamiento
casar,625.6942857114286,5.405405405405405,,,,casar
cascada,598.9465714228571,2.777777777777778,,,,cascada
cáscara,581.43614286,5.405405405405405,,,,cascara
casco,634.0348648756757,0.0,,,,casco
casera,633.428125,3.03030303030303,,,7.05,casera
caserío,670.7294118205882,5.555555555555555,,,,caserio
caserón,704.4827586241379,14.70588235294118,,,,caseron
caseta,640.5138888638888,2.7027027027027026,,,,caseta
casino,633.5541176529412,0.0,,,,casino
casita,628.43428572,0.0,5.769,6.357,,casita
caso,727.8145714285714,0.0,,,,caso
casona,745.8769230692308,53.57142857142857,,,9.8,casona
casta,708.3351612967742,11.428571428571429,,,,casta
castaño,639.0666666611111,2.7027027027027026,,,,castano
castañuelas,735.2249999972222,5.263157894736842,,,,castanuelas
castellano,593.7903225870967,0.0,4.95,6.697,,castellano
castidad,638.9276470676471,8.108108108108109,,,,castidad
castigar,591.2461538435897,0.0,,,,castigar
castigo,586.4789473894737,2.564102564102564,,,,castigo
castillo,627.2011111111111,0.0,,,,castillo
casual,618.77557144,0.0,,,,casual
casualidad,612.8225806612903,0.0,,,,casualidad
catalán,573.0263157973684,0.0,,,,catalan
catálogo,640.7684210315789,0.0,,,,catalogo
catarata,751.9615384615385,13.33333333333333,,,,catarata
catarro,646.6691666694444,2.7027027027027026,5.5,5.727,,catarro
catástrofe,643.4625,0.0,,,,catastrofe
catecismo,769.636,26.47058823529412,,,8.722,catecismo
cátedra,634.3025641051282,0.0,,,,catedra
catedral,625.9388888527777,0.0,,,,catedral
catedrático,687.9714285685715,0.0,,,,catedratico
categoría,631.6027026864865,0.0,,,,categoria
cateto,721.1909090863636,29.03225806451613,,,9.2,cateto
católica,664.5974999975,0.0,,,,catolica
católico,666.6825000025,0.0,,,,catolico
catre,789.1684211105263,40.625,,,9.7,catre
cauce,739.56875,17.94871794871795,,,,cauce
caudal,690.3192307846153,16.12903225806452,,,,caudal
caudaloso,765.6750000035714,15.151515151515149,4.87,4.556,,caudaloso
caudillo,756.1024242333333,8.333333333333332,,,,caudillo
causa,578.8364705852941,0.0,,,,causa
causalidad,618.2919117647059,2.857142857142857,,,,causalidad
causar,586.0026315763158,2.564102564102564,,,6.32,causar
cautela,713.6909459783784,7.5,,,,cautela
cautiverio,786.4827586206897,21.62162162162162,,,,cautiverio
cautivo,641.9758620689655,3.3333333333333335,,,8.56,cautivo
cauto,732.6178571428571,30.0,,,,cauto
cava,695.1029629629629,18.18181818181818,,,,cava
cavar,679.8709677451614,6.0606060606060606,5.481,4.682,5.115,cavar
caverna,649.1580645193549,8.823529411764707,,,7.842,caverna
cavidad,707.98437500625,0.0,,,10.143,cavidad
caza,588.992105268421,5.0,,,,caza
cazador,559.306249996875,3.03030303030303,,,,cazador
cazadora,625.7651351486486,0.0,,,,cazadora
cazar,589.32666666,3.225806451612903,,,,cazar
cazo,636.7714285628572,7.894736842105263,6.111,4.8,,cazo
cazuela,682.3531818242424,2.941176470588235,,,,cazuela
cebo,648.9333333370371,12.90322580645161,,,7.35,cebo
cebolla,584.4378378297297,0.0,,,,cebolla
cebra,664.70666667,21.05263157894737,,,,cebra
ceder,628.9906756675675,0.0,,,,ceder
cefalea,813.0818181636364,23.25581395348837,,,,cefalea
ceguera,661.6114286057143,0.0,,,,ceguera
celda,606.8410256461539,2.5,,,,celda
celebración,633.8028571228572,5.405405405405405,,,,celebracion
celebrar,616.9657894763158,0.0,,,,celebrar
celeridad,796.60666666,58.333333333333336,,,10.727,celeridad
celo,652.5096774612903,11.428571428571429,,,,celo
celoso,592.1925714285715,2.777777777777778,4.64,5.769,6.808,celoso
célula,575.8692307538462,0.0,,,,celula
celular,623.7657142571429,0.0,5.4,4.808,7.269,celular
celulitis,714.0500000027778,5.263157894736842,,,,celulitis
celulosa,687.6638889,5.263157894736842,,,9.318,celulosa
cementerio,637.7864864837837,0.0,,,,cementerio
cemento,661.837500003125,3.03030303030303,,,,cemento
cena,576.3571428228571,0.0,,,,cena
cenar,580.357647067647,0.0,,,3.05,cenar
cencerro,725.6911764588235,10.52631578947368,,,,cencerro
cenicero,705.5096666666667,3.225806451612903,,,,cenicero
ceniza,651.2235293970588,5.555555555555555,,,,ceniza
censo,725.3430000066667,25.0,,,10.85,censo
censura,627.6970967709677,6.0606060606060606,,,,censura
centavo,723.2380769192307,21.21212121212121,6.56,3.769,7.269,centavo
centenar,761.2878787939394,15.38461538461539,,,8.0,centenar
centenario,698.9173611138889,0.0,,,8.333,centenario
centímetro,603.8885714514286,0.0,,,,centimetro
central,544.9542857371429,0.0,,,,central
centro,575.7555555388889,0.0,,,,centro
cepillo,639.7241666611111,2.7027027027027026,,,,cepillo
cera,596.4720833444444,2.7027027027027026,,,,cera
cerámica,592.1121212090909,0.0,,,,ceramica
cerca,596.3969696969697,0.0,3.393,6.462,,cerca
cercanía,618.9142857200001,0.0,,,,cercania
cercano,642.1378378027027,2.631578947368421,4.05,6.571,,cercano
cerco,761.5407407407407,18.18181818181818,,,9.727,cerco
cerdo,599.4769230717949,0.0,,,,cerdo
cereal,618.8444444138889,0.0,4.778,6.333,,cereal
cerebelo,780.8142857107143,12.5,6.611,3.952,,cerebelo
cerebral,669.4129032225807,6.0606060606060606,4.5,6.037,,cerebral
cerebro,584.4333333666667,0.0,,,,cerebro
ceremonia,684.974999996875,3.03030303030303,,,,ceremonia
cerezo,659.7999999944444,5.263157894736842,6.571,5.571,,cerezo
cerilla,708.4025641051282,2.5,,,,cerilla
cero,652.1562499875,5.882352941176471,5.45,6.815,,cero
cerrada,635.338709683871,0.0,5.3,6.286,,cerrada
cerrado,577.8263157894737,2.564102564102564,5.05,6.727,,cerrado
cerradura,650.8894736789474,2.564102564102564,,,,cerradura
cerrar,589.5504054054054,0.0,,,,cerrar
cerro,730.6357142428571,24.32432432432433,,,9.36,cerro
cerrojo,685.0741935193548,11.428571428571429,,,,cerrojo
certeza,636.1567567675676,2.631578947368421,,,,certeza
certidumbre,728.4366666666667,16.66666666666667,,,10.4,certidumbre
certificado,676.7515277777778,0.0,5.333,5.545,8.962,certificado
cerveza,572.5283333416667,2.7027027027027026,,,,cerveza
cesión,685.4888888222222,22.857142857142858,,,,cesion
césped,568.5852941,0.0,,,,cesped
cesta,595.1837837945945,2.631578947368421,,,,cesta
cetro,771.1470587882353,48.48484848484849,,,10.316,cetro
chalé,742.4228571542857,10.25641025641026,,,,chale
chaleco,704.2666666777778,5.263157894736842,,,,chaleco
chalet,635.9944444194444,0.0,,,,chalet
champán,592.5243243162162,2.631578947368421,,,,champan
champiñón,659.8017142857143,2.777777777777778,,,,champinon
chancla,732.1571428628572,2.777777777777778,6.609,6.24,,chancla
chándal,633.0864864675675,2.631578947368421,,,,chandal
chantaje,616.734375,3.03030303030303,4.484,5.393,,chantaje
chapa,655.6600000085714,5.405405405405405,,,5.444,chapa
chaqueta,579.8466666733333,0.0,,,,chaqueta
chaquetero,738.6090908818181,2.941176470588235,,,,chaquetero
chaquetón,644.38235295,0.0,,,,chaqueton
charca,698.0807691961538,25.71428571428571,,,,charca
charco,666.8309090878788,8.333333333333332,,,,charco
charla,585.642857152381,0.0,,,,charla
charlar,628.0454411794118,0.0,,,,charlar
chat,603.556323532353,0.0,5.778,6.52,,chat
chatarra,633.2490540513513,0.0,5.111,5.045,7.538,chatarra
chaval,553.3465116279069,0.0,,,,chaval
cheque,616.8333333515152,0.0,,,,cheque
chica,561.7676471058824,0.0,,,,chica
chicharra,752.2434782695652,23.333333333333332,4.308,2.97,9.312,chicharra
chico,594.0581395418604,0.0,,,,chico
chiflado,719.5721666633333,11.76470588235294,3.957,5.714,,chiflado
chillido,676.0000000117647,2.857142857142857,,,,chillido
chimenea,665.1962500055555,10.0,,,,chimenea
chimpancé,656.2720930325581,0.0,,,,chimpance
china,630.115789481579,0.0,,,,china
chincheta,758.1611111111112,15.625,,,,chincheta
chino,603.3075000125,4.761904761904763,,,,chino
chip,702.2885714314285,10.25641025641026,,,8.286,chip
chiquillo,673.7068965413794,6.451612903225806,,,5.2,chiquillo
chispa,616.5354838935484,6.0606060606060606,,,5.45,chispa
chiste,619.2733333424243,2.941176470588235,,,,chiste
chistoso,671.8621621567568,2.631578947368421,,,,chistoso
chivato,702.5342857171429,10.25641025641026,,,,chivato
chivo,734.5894736842105,44.11764705882353,,,9.789,chivo
chocante,748.575000028125,3.03030303030303,4.462,5.152,8.219,chocante
chocar,663.0393939424242,2.941176470588235,,,4.222,chocar
chocolate,601.6904761976191,0.0,,,,chocolate
choque,681.6657895131578,0.0,,,,choque
chorizo,616.3611111138889,2.7027027027027026,,,,chorizo
chorro,646.5634848484848,2.941176470588235,,,5.095,chorro
choza,661.384062509375,13.513513513513509,,,,choza
chubasquero,729.665937496875,5.882352941176471,6.609,5.571,,chubasquero
chuchería,683.5393589717949,2.5,,,,chucheria
chulo,660.4874999925,0.0,,,,chulo
chupar,579.597058817647,0.0,5.087,5.429,3.269,chupar
cicatriz,613.0903225903226,0.0,,,,cicatriz
ciclismo,693.3621621567568,0.0,5.95,5.571,,ciclismo
ciclista,631.4025641051282,0.0,6.2,6.394,,ciclista
ciclón,751.6923076846153,9.30232558139535,,,,ciclon
ciego,629.4121212151515,0.0,,,,ciego
cielo,556.953124996875,3.03030303030303,,,,cielo
ciempiés,723.1738235411765,0.0,,,,ciempies
cien,663.0647058794118,5.555555555555555,5.722,6.81,,cien
ciencia,602.6447368447368,2.564102564102564,,,,ciencia
científica,627.0342856828571,2.777777777777778,,,,cientifica
científico,623.0685714314286,0.0,,,,cientifico
ciento,750.26874999375,13.513513513513509,4.35,6.296,,ciento
cierre,598.8684210473684,2.564102564102564,,,,cierre
cierta,571.4558823647059,2.857142857142857,3.957,6.111,,cierta
cierto,577.9763157789474,2.564102564102564,3.286,6.476,,cierto
ciervo,601.7963888861111,2.7027027027027026,,,,ciervo
cifra,664.2030302666667,2.941176470588235,,,,cifra
cifrado,716.1151515212122,10.81081081081081,,,,cifrado
cigarrillo,612.1999999736842,2.564102564102564,,,,cigarrillo
cigarro,583.7108108081081,0.0,,,,cigarro
cigüeña,675.4509090909091,0.0,,,,ciguena
cilindro,720.6386363757575,5.714285714285714,,,6.944,cilindro
cima,656.7606060757576,13.157894736842099,,,,cima
cimiento,716.0032258096775,18.42105263157895,5.95,4.8,,cimiento
cinco,605.1051351297298,0.0,5.55,6.25,,cinco
cincuenta,671.2938235382353,2.857142857142857,5.759,6.75,,cincuenta
cine,542.0290322451613,0.0,,,,cine
cineasta,779.0615384653846,23.52941176470588,,,10.045,cineasta
cinismo,763.1727272772728,33.33333333333333,,,9.65,cinismo
cinta,595.2675675837838,2.631578947368421,,,,cinta
cintura,612.8948717974359,2.5,,,,cintura
cinturón,602.559374996875,0.0,,,,cinturon
ciprés,710.7642857107143,22.22222222222222,,,,cipres
circo,603.06000002,0.0,,,,circo
circuito,633.4485714057142,7.894736842105263,,,,circuito
circulación,661.6057142971429,2.777777777777778,,,,circulacion
circular,584.1675714342857,5.405405405405405,,,,circular
círculo,553.7968055555556,2.7027027027027026,,,,circulo
circunstancia,666.6405405216216,0.0,,,,circunstancia
ciruela,660.0645833388888,2.7027027027027026,6.75,5.88,,ciruela
cirugía,572.5309722222222,2.7027027027027026,,,,cirugia
cisne,753.7030303212122,13.157894736842099,,,,cisne
cisterna,675.5468749875,3.03030303030303,,,6.545,cisterna
cita,596.5294117705882,0.0,,,,cita
citar,636.9999999868421,0.0,,,9.55,citar
ciudad,568.1882352852941,2.857142857142857,,,,ciudad
ciudadana,692.8769230717949,0.0,,,6.68,ciudadana
ciudadanía,748.0514705882352,0.0,,,,ciudadania
ciudadano,639.9857142742857,2.777777777777778,,,,ciudadano
civil,595.2588235294118,2.857142857142857,,,,civil
civilización,670.9539999971429,0.0,,,,civilizacion
clamor,731.59500003,45.94594594594595,,,10.08,clamor
clan,673.063281259375,5.882352941176471,,,7.92,clan
clandestinidad,753.930625003125,11.11111111111111,,,10.619,clandestinidad
clara,584.0792307717949,2.5,,,,clara
claridad,611.9868421078947,2.564102564102564,,,,claridad
clarinete,692.6133333366666,3.225806451612903,6.609,4.75,,clarinete
claro,574.5342856914285,0.0,,,,claro
clase,553.3133333388889,2.7027027027027026,,,,clase
clásica,597.9794999925,0.0,,,,clasica
clásico,606.3027026945946,2.631578947368421,,,,clasico
clasificación,621.1692307692308,0.0,,,,clasificacion
clasificar,591.8873611166666,0.0,,,6.6,clasificar
