palabra,Action_Mean,Action_SD,BodyExp_Mean,BodyExp_SD,Evaluation _Mean,Evaluation _SD,Feeling_Mean,Feeling_SD,Interoception_Mean,Interoception_SD,Morality_Mean,Morality_SD,SenExp_Mean,SenExp_SD,SocInt_Mean,SocInt_SD,Thought_Mean,Thought_SD,palabra_noaccents
entristecerse,4.190476190476191,2.1358615970855324,4.590909090909091,1.790426682561368,3.5238095238095237,2.1358615970855324,5.809523809523809,1.8060744065250356,5.956521739130435,1.2605287804426,3.380952380952381,1.9098740920854045,4.7272727272727275,1.3863902488397424,3.7142857142857144,1.927248223318863,4.565217391304348,2.0851441405707476,entristecerse
entusiasmado,4.739130434782608,2.0049346238343535,4.826086956521739,1.7748796095675052,5.954545454545454,0.7854190708679786,6.181818181818182,1.2587357087234727,5.95,1.0990426455975708,4.375,2.0175857290120396,,,5.15,1.9540780569443936,4.666666666666667,1.932183566158592,entusiasmado
entusiasmarse,5.136363636363637,1.8846612565519707,5.0476190476190474,1.883512423006296,5.25,1.5673294928413855,6.090909090909091,0.9714540358261662,5.461538461538462,1.6788274296250756,4.478260869565218,1.8057877962865383,5.15,1.5312533566021205,4.714285714285714,2.1010201603710787,5.2,1.1050125029061661,entusiasmarse
entusiasmo,5.48,1.446835627614047,5.3478260869565215,1.7737657847891135,6.1,0.7880689256524108,6.35,1.2680278927697541,6.217391304347826,1.3127528930087211,5.0476190476190474,1.3955712262794215,,,5.05,1.6050905860647502,5.304347826086956,1.6633695978261505,entusiasmo
entusiasta,5.545454545454546,1.184313050927585,5.318181818181818,1.8096662053792612,5.7,1.0310954828418388,5.2727272727272725,1.8304779022564985,4.958333333333333,1.3666578295932041,4.714285714285714,2.1712405933672376,5.045454545454546,1.4301938838683892,4.75,1.8883298106221302,5.0,1.2649110640673518,entusiasta
envalentonado,5.294117647058823,1.4037764192684374,4.066666666666666,2.1201976547572388,3.388888888888889,1.9140007034508784,5.444444444444445,1.199128223640836,4.791666666666667,1.8645238736369991,3.9411764705882355,1.784327192364608,3.7222222222222223,1.6016739609309327,3.5294117647058822,1.699913492608651,4.0625,1.5692354826475214,envalentonado
envalentonarse,5.166666666666667,1.4245742398014511,4.526315789473684,1.8964417280976962,4.3,1.838191330743634,5.4375,1.9653244007033546,5.0,1.5634719199411433,4.4375,2.1281838892977896,3.176470588235294,1.9116515803633993,4.722222222222222,1.8086574662067325,4.809523809523809,1.7781745588959377,envalentonarse
envidia,5.1,1.7137217117324375,4.434782608695652,1.8046930475976881,2.2857142857142856,1.8746428231227714,5.454545454545454,1.844613076663343,4.666666666666667,2.265686062395524,3.3636363636363638,1.7333000329801544,4.260869565217392,1.9357261100482497,5.476190476190476,1.8060744065250356,5.285714285714286,1.230563169563317,envidia
envidiar,4.818181818181818,1.6514456476895405,3.857142857142857,2.056349053193895,2.6666666666666665,1.9486152645597752,5.0476190476190474,2.0609752661347125,4.423076923076923,2.0034585480728455,2.6956521739130435,1.794810261146784,,,4.761904761904762,1.9210612146613626,4.5,2.064741604835056,envidiar
envidiosa,4.5,1.6832508230603465,4.666666666666667,1.7701224063135674,2.7916666666666665,1.955575455542138,5.181818181818182,1.9913231694950884,4.5,2.1213203435596424,2.5217391304347827,1.7286243931201821,3.8260869565217392,1.8986160967936492,4.857142857142857,1.8784492084087414,4.35,1.8431951662948316,envidiosa
envidioso,4.304347826086956,2.00985713216129,3.782608695652174,2.08798558291632,2.772727272727273,2.223935126276719,5.090909090909091,2.3280707506245215,4.9,1.7137217117324384,2.3333333333333335,1.4645571126562065,,,5.35,2.109502310972898,4.7894736842105265,0.9763280054720362,envidioso
escalofrío,3.0869565217391304,1.9751419621766402,5.391304347826087,1.971135584903065,3.1363636363636362,1.9589952367635655,3.0454545454545454,2.058137686339458,5.5,1.7320508075688772,2.4166666666666665,2.019829236576087,,,2.4,1.6026294183720635,2.0,1.025978352085154,escalofrio
escandalizado,4.571428571428571,1.8593393604027368,4.136363636363637,2.0070223038468025,2.6,1.569445091341791,4.571428571428571,1.8322507626258089,4.608695652173913,1.5591119393827022,3.85,2.058998223459779,4.181818181818182,1.531770330800393,3.857142857142857,2.056349053193895,4.695652173913044,1.6904755277381047,escandalizado
escrúpulo,4.2727272727272725,1.9069251784911847,3.619047619047619,1.6575943555704598,3.6842105263157894,1.9163806041293157,3.35,2.3680993933621335,3.7083333333333335,1.8292114401439825,5.15,1.7252002172135505,3.5454545454545454,1.4384936806479438,3.0,1.699673171197595,4.0,2.2478059477960652,escrupulo
escrupuloso,5.05,1.431782106327635,4.428571428571429,1.660464650976605,3.111111111111111,1.676441921552867,4.045454545454546,1.863873915807068,3.2857142857142856,1.736169840276496,4,2.0236694629405503,4.0,2.0,3.0476190476190474,1.9868616075658234,4.2,1.8238190122579827,escrupuloso
espabilado,4.7,1.4179302929937965,4.173913043478261,1.9459088531640256,5.666666666666667,1.197218999737864,3.6363636363636362,1.8138476479691696,3.857142857142857,1.9048809486609466,4.363636363636363,1.9891480479617285,3.1363636363636362,1.4241272864946195,3.0476190476190474,2.0609752661347125,5.0476190476190474,1.4992061391346583,espabilado
espantado,4.571428571428571,1.9123657749350302,4.318181818181818,2.101844170662734,2.8095238095238093,1.8873009198071096,5.714285714285714,1.5212776585113306,5.173913043478261,1.4970326380435366,3,1.8439088914585775,4.304347826086956,1.964104760414124,2.9523809523809526,1.9615348703551125,4.0,2.04494943258218,espantado
espantarse,4.4,2.101586702153082,5.086956521739131,1.7032867552913658,3.8,1.6091841672756186,4.8,2.21478286924356,4.869565217391305,1.6869646713465993,2.857142857142857,1.9048809486609468,4.260869565217392,2.0718325508054636,2.8,2.0925934551223877,5.043478260869565,1.3973436119868556,espantarse
espanto,3.347826086956522,2.013786475369086,4.913043478260869,1.9519930019961387,2.772727272727273,2.0220644373373933,4.636363636363637,2.2582221103264173,4.85,1.755442664221313,2.5833333333333335,1.6396358733271998,,,3.4,1.729009451741235,4.3,1.838191330743634,espanto
espantoso,3.6818181818181817,1.9120261912024519,4.571428571428571,2.111194651646991,2.4166666666666665,1.7173454405910422,3.8636363636363638,1.8072724659645996,3.8461538461538463,2.239505439909583,2.391304347826087,1.6716657570106697,,,2.761904761904762,1.841324574993825,3.8,1.8806493839265088,espantoso
esperanza,4.761904761904762,1.3749458863810566,4.318181818181818,1.9367710889731522,6.142857142857143,1.0623424252901827,5.904761904761905,1.5134319246256809,5.173913043478261,1.613921647108048,5.333333333333333,1.8797162906495575,,,4.428571428571429,1.9123657749350302,4.260869565217392,2.0049346238343535,esperanza
esperanzado,4.95,1.356271980175999,4.478260869565218,1.7547225944288773,5.857142857142857,1.3522468075656262,6.0,1.5118578920369088,4.714285714285714,2.0035682454774815,5.090909090909091,1.9250007027603153,,,4.190476190476191,2.1591444513753038,5.428571428571429,1.5352989471574763,esperanzado
esperanzador,4.6,1.465390194130093,4.043478260869565,1.7704201060140095,5.904761904761905,1.2208506012105629,5.7272727272727275,1.4534628005401835,4.380952380952381,2.2243244025139517,5,1.632993161855452,4.4,1.313893370663573,4.0476190476190474,1.9098740920854045,5.0476190476190474,1.430950400125402,esperanzador
esperanzarse,4.782608695652174,1.8329440238224415,3.869565217391304,1.9610838335908902,5.7727272727272725,0.9725674505593154,5.7272727272727275,1.1621744062959531,4.6,2.0104987598001385,4.75,1.8939262186630001,4.5,1.538967528127731,4.85,1.565247584249853,5.190476190476191,1.4703417160322831,esperanzarse
estabilidad,3.6818181818181817,1.9120261912024519,3.8095238095238093,2.1591444513753038,6.083333333333333,1.2481870911416906,5.090909090909091,1.6008655667389955,4.6923076923076925,1.9548755616505267,5.043478260869565,1.718304155253217,,,4.571428571428571,2.2264642052238024,4.7,1.9493588689617927,estabilidad
estable,3.9545454545454546,1.8381479480139453,4.136363636363637,1.9345346320043593,6.285714285714286,0.7837638128197274,4.454545454545454,2.1979919997963666,3.8333333333333335,2.0781820371926383,4.523809523809524,1.9395630337539334,,,5.55,1.3168942730211077,5.285714285714286,1.5537971921347125,estable
estima,4.333333333333333,1.3540064007726604,5.476190476190476,1.887300919807109,6.333333333333333,0.8563488385776742,6.238095238095238,1.5781242633190178,5.217391304347826,1.2776584313476258,5.666666666666667,1.23827837473378,4.090909090909091,1.8233692233542071,5.761904761904762,1.5781242633190178,4.608695652173913,2.1477076666399157,estima
estimado,4.92,2.039607805437114,4.739130434782608,2.027479207478807,5.55,1.959457497423848,5.7894736842105265,1.6186052764450236,4.217391304347826,2.2147546906871987,5.095238095238095,1.7861904127153387,3.909090909090909,1.9250007027603147,5.95,0.825577947481898,5.130434782608695,1.546384282067716,estimado
estimar,4.818181818181818,1.6800329825663607,3.857142857142857,2.031888635868469,5.217391304347826,1.8329440238224415,6.136363636363637,1.6415861825701372,4.423076923076923,2.1757403691263706,4.434782608695652,1.902775173183578,,,5.142857142857143,2.475595166534995,4.6,1.9303667499917432,estimar
estimulado,4.904761904761905,1.6704718466577608,4.363636363636363,2.1054454238712608,4.571428571428571,1.6903085094570336,4.571428571428571,1.7768350675126992,5.304347826086956,1.8447661248342473,4.095238095238095,1.9724290077151547,4.045454545454546,2.081146037924497,4.523809523809524,1.6618979396776332,4.409090909090909,2.1527190095781505,estimulado
estimularse,4.619047619047619,1.7457431218879393,5.181818181818182,1.9182423412211709,4.9523809523809526,1.8567765206451337,4.857142857142857,1.82443729093971,5.3478260869565215,1.8490463304135492,4.619047619047619,1.8296499795368097,,,4.714285714285714,1.8477785890862881,4.478260869565218,2.1715006377532675,estimularse
estremecerse,4,2,4.45,1.8771478925557026,3.1176470588235294,1.5363248737318087,4.882352941176471,1.833110503392269,5.454545454545454,1.7654696590094996,3.5238095238095237,1.569045812557671,,,3.4761904761904763,2.0154167712671147,3.869565217391304,2.0069050760286906,estremecerse
estremecimiento,3,1.7994708216848747,4.470588235294118,1.067570083110679,3.1875,1.7211914478058505,4.7368421052631575,2.1817960303677917,5.7368421052631575,1.14707866935281,3.0476190476190474,1.8296499795368097,4.478260869565218,2.233414939613801,3.736842105263158,1.7588539596743067,3.8333333333333335,1.9778181680534621,estremecimiento
estrés,5.428571428571429,1.4687215042828425,5.590909090909091,1.8938268364821766,3.5714285714285716,2.158041440089337,5.476190476190476,2.0644381225662247,6.434782608695652,0.7877520927828725,3.9523809523809526,1.774153050787628,,,4.380952380952381,2.085094493690645,5.565217391304348,1.471736357211556,estres
estresado,5.181818181818182,1.7081419489459642,5.681818181818182,1.8096662053792612,3.5238095238095237,2.315578709935113,6.181818181818182,1.296014536821898,6.291666666666667,0.9078961186825518,4.714285714285714,1.927248223318863,5.636363636363637,1.3643576735855825,3.3,1.688973528196155,5.333333333333333,1.6832508230603458,estresado
estupefacción,3.3333333333333335,1.8149704259460602,4.25,1.8317377426626162,2.8421052631578947,1.6419215671732124,3.95,1.9049796241485242,4.136363636363637,1.8072724659645996,3.0555555555555554,1.551933224087346,3.9047619047619047,1.9469145308606102,3.25,1.943274501832843,4.2,1.8524521444205841,estupefaccion
estupefacto,4.142857142857143,2.0805219125429626,4.809523809523809,1.7781745588959377,3.55,1.8771478925557026,4.7272727272727275,2.074374677590889,4.458333333333333,1.5030162910010296,3.380952380952381,1.8296499795368097,3.3181818181818183,1.6729319468230914,3.1,1.8324559303956278,4.761904761904762,1.578124263319017,estupefacto
estupor,3.3846153846153846,1.6602440351979149,4.266666666666667,2.051712409068047,3,1.9493588689617927,4.083333333333333,2.193309385519074,4.466666666666667,1.4573295865416047,2.7,1.494434118097326,3.8,1.8973665961010278,2.8181818181818183,1.537412229571615,4.076923076923077,2.059997510578531,estupor
euforia,5.8,1.2909944487358056,5.434782608695652,1.8046930475976881,5.1,1.2937094768634547,6.5,0.8885233166386386,6.3478260869565215,1.0272954630384818,4.380952380952381,1.883512423006296,,,5.15,1.843195166294831,5.521739130434782,1.3439955768796032,euforia
eufórico,5.75,1.2513150976809202,5.565217391304348,1.8297065576087665,5,1.3038404810405297,6.2272727272727275,1.1518853358037975,5.714285714285714,1.5212776585113306,4,1.7994708216848747,,,3.619047619047619,1.8296499795368097,4.9523809523809526,1.7457431218879393,euforico
exacerbación,4.9,0.9944289260117535,5,2.70801280154532,4.5,2.3213980461973533,5.0,1.4142135623730951,4.75,1.6025547785276542,3.25,1.6690459207925603,3.3333333333333335,1.9227505550564004,3.5,1.1785113019775793,4.666666666666667,2.0655911179772892,exacerbacion
exacerbado,4.071428571428571,1.9400351192017795,4,1.8257418583505538,2.6363636363636362,1.5666989036012806,4.0,1.4142135623730951,4.866666666666666,1.407463101097994,2.5555555555555554,1.740051084818425,4.181818181818182,1.167748416242284,2.888888888888889,1.1666666666666665,3.888888888888889,1.1666666666666665,exacerbado
exaltación,5.2727272727272725,1.3516063875403324,4.95,1.7910596686995397,3.75,1.7754362599213407,5.363636363636363,1.5900121157206726,5.24,1.5351438586225932,3.5652173913043477,1.5023038960368278,4.909090909090909,1.6877454928053728,3.5238095238095237,1.9395630337539334,4.55,1.9049796241485242,exaltacion
exaltado,4.95,1.431782106327635,5.521739130434782,1.473078570310593,3.5714285714285716,1.6300744943538188,5.681818181818182,1.460148839000542,5.285714285714286,1.5856499343441846,3.772727272727273,2.0454785953372094,4.6521739130434785,2.1449453405236207,3.0476190476190474,1.9615348703551125,4.095238095238095,1.4800257398019097,exaltado
exaltarse,4.761904761904762,1.841324574993825,4.954545454545454,1.889249604807176,3.619047619047619,1.7168631417847633,5.333333333333333,1.4944341180973257,5.7272727272727275,1.608957609368435,3.95,1.7006190823220508,4.739130434782608,2.0049346238343535,4.571428571428571,1.5675276256394521,4.545454545454546,1.7922391615298476,exaltarse
exasperación,4.3076923076923075,1.1094003924504583,3.7058823529411766,1.9610171430393253,3.230769230769231,1.7394369852458085,5.714285714285714,1.6837947722821902,4.3125,1.8874586088176875,2.933333333333333,2.2189658681037714,4.25,2.1134489978863145,3.8461538461538463,1.9081471748860568,3.769230769230769,1.3634420996046588,exasperacion
exasperado,4.833333333333333,0.8348471099367228,4.111111111111111,2.27231131071657,3,1.8973665961010275,5.133333333333334,2.1668498091095505,5.357142857142857,1.6458405781822276,3,1.7320508075688772,3.2,1.7402791237532642,3.0,1.9215378456610457,3.9166666666666665,1.3113721705515062,exasperado
exasperarse,4.533333333333333,1.5055453054181624,4.294117647058823,1.794599742364329,3.4166666666666665,2.02072594216369,5.555555555555555,1.1303883305208784,5.411764705882353,1.2277430273377532,4.076923076923077,1.7059473644448737,4.076923076923077,0.9540735874430291,2.923076923076923,1.8009968749527976,4.615384615384615,1.4455945454184556,exasperarse
excitación,5.086956521739131,1.9751419621766402,5.608695652173913,1.4377738611789161,5,1.632993161855452,5.954545454545454,1.214094713778944,6.5,0.8271701918685112,4,2.206709137469482,5.409090909090909,1.9188064472004946,5.4,1.353358395757908,4.6,1.984147702481637,excitacion
excitado,5,1.2977713690461004,5.826086956521739,1.5565747335691187,4.714285714285714,1.5212776585113297,5.7272727272727275,1.66709951089333,6.0,1.5811388300841898,3.5454545454545454,1.94513490111863,,,3.761904761904762,1.757975025555309,4.761904761904762,1.9210612146613626,excitado
excitante,4.7727272727272725,1.7438823185999512,5.523809523809524,1.887300919807109,4.916666666666667,1.7916877315917061,5.590909090909091,1.4362348564112226,5.653846153846154,1.1293292767765362,4.304347826086956,1.5792628490042624,5.3,1.2607433062326878,4.285714285714286,2.02837021134844,4.7,1.922169826551562,excitante
éxito,5.681818181818182,1.6729319468230912,3.5714285714285716,2.4407258873423,6.041666666666667,1.0417028979206275,5.181818181818182,1.9182423412211709,4.384615384615385,2.0606197723388577,5.086956521739131,1.5641740044526804,,,4.380952380952381,1.8567765206451337,4.55,1.848897253129978,exito
exitosa,5.363636363636363,1.8909673650694179,4.909090909090909,1.8493007921680622,6.0476190476190474,1.1169686869465267,5.318181818181818,1.728923795075274,4.25,1.5108304655560048,4.857142857142857,1.8516401995451028,3.9565217391304346,2.0775479618042128,4.6,1.569445091341791,4.809523809523809,1.600595127415038,exitosa
exitoso,5.681818181818182,1.460148839000542,4.142857142857143,2.1745278633697542,5.458333333333333,1.6145847942957396,5.318181818181818,1.9120261912024519,4.6923076923076925,2.1866729205664166,5.391304347826087,1.4690482520320496,,,4.238095238095238,1.9976176286957896,5.35,1.5652475842498519,exitoso
expectación,4,1.8708286933869707,3.909090909090909,1.9250007027603147,4.142857142857143,1.82443729093971,3.6,1.8467610337532774,3.8260869565217392,1.8253810041404177,4.105263157894737,1.7605156076213475,3.652173913043478,1.7992093125030306,3.95,1.9861361590045288,4.434782608695652,2.0632297487307203,expectacion
expectante,3.8260869565217392,2.124578544581221,3.8636363636363638,1.8592229443264612,4.6,1.5008769366431645,3.909090909090909,2.180194200810275,4.473684210526316,1.86691727641025,4.041666666666667,1.8528278426482998,3.6363636363636362,1.8656150408161591,4.473684210526316,1.428613199055161,4.473684210526316,1.8964417280976962,expectante
extasiarse,4.055555555555555,1.8934009929915634,5.2,1.207121724244434,3.9444444444444446,1.6967866593417873,4.823529411764706,1.8109146210426057,5.666666666666667,0.8997354108424366,3.142857142857143,1.9309509130403675,4.894736842105263,1.6294081011931656,4.428571428571429,1.6508406117111145,4.352941176470588,1.4975470138942313,extasiarse
éxtasis,4.85,1.9540780569443943,5.260869565217392,2.027479207478807,4.052631578947368,1.957143162041333,5.904761904761905,1.338086764928266,5.619047619047619,2.178903175365773,3.409090909090909,2.0853021000528553,,,2.85,1.7252002172135514,4.428571428571429,2.0632844828435215,extasis
extático,4.125,2.1671244937540095,2.5454545454545454,2.2074254852038093,3.6666666666666665,1.6329931618554518,3.8,2.2803508501982757,2.7777777777777777,2.3333333333333335,2.25,1.4880476182856899,2.0833333333333335,1.729862492345632,3.625,2.38671920665766,3.2,1.4757295747452435,extatico
extrañado,3.7142857142857144,1.901127485016645,3.1818181818181817,1.7898221150335594,3.1904761904761907,2.0885173597326796,5.0,1.5811388300841898,4.434782608695652,1.8297065576087665,3.238095238095238,1.757975025555309,3.8,1.8524521444205841,3.3333333333333335,2.033060090930254,4.173913043478261,1.6963108075265054,extranado
extrañar,4.2,2.1984843263788196,4.304347826086956,2.1199224387333278,4.8,1.472555959083246,6.3,1.0809352675491632,5.521739130434782,1.562910025252757,4.380952380952381,1.6271505915615334,,,5.8,1.5078740698501045,5.0,1.7320508075688772,extranar
extrañeza,3.4782608695652173,2.04204810773603,4.217391304347826,1.7826568970635437,3.380952380952381,1.4992061391346583,4.5,2.3042403975114683,4.4,1.6351404253232553,2.8333333333333335,1.8804871400937502,,,5.45,1.5035046776746244,4.142857142857143,1.6518388022356867,extraneza
exultación,3.2857142857142856,2.627691364061218,4.285714285714286,1.8898223650461357,4.888888888888889,2.0275875100994063,4.3,2.2135943621178655,3.25,1.5,3.5,2.223610677354389,3.0,1.5491933384829668,4.166666666666667,2.48327740429189,4.8,1.7888543819998315,exultacion
exultante,3.9444444444444446,1.830211245352399,3.75,2.052872551885702,3.1875,1.8697147732564272,3.909090909090909,1.868397465987655,5.0,1.8810798862519205,3,1.4719601443879744,3.5384615384615383,2.1061570302086774,3.4615384615384617,1.126601424298216,3.923076923076923,1.55250005161237,exultante
exultar,5.090909090909091,1.2210278829367875,3.2857142857142856,2.751622897751175,3.8,1.4832396974191324,5.0,0.816496580927726,3.0,2.1908902300206643,4.166666666666667,1.1690451944500118,2.8,1.9888578520235063,4.8,1.4832396974191324,4.363636363636363,1.629277586706898,exultar
fascinación,5.2727272727272725,1.5175738212786565,5.590909090909091,1.4026875872882278,5.238095238095238,1.4108423691100975,6.0,1.3801311186847085,5.041666666666667,1.8761469921708922,4.523809523809524,1.7498299237082335,4.565217391304348,2.252797996765189,4.45,1.4680814547887784,4.857142857142857,1.9309509130403673,fascinacion
fascinado,5.4,1.7795130420052185,5.3478260869565215,1.640639998519811,5.1,1.4104870379448808,5.7,1.49031964074119,5.260869565217392,1.4837725660181156,4.523809523809524,1.7498299237082335,4.136363636363637,1.4895015000377534,4.2,2.0925934551223877,5.521739130434782,0.94722394478868,fascinado
fascinante,4.7,1.3416407864998736,4.391304347826087,1.8025015555353923,5.238095238095238,1.2611408289624886,5.090909090909091,1.874873733122185,4.190476190476191,1.8873009198071096,4.136363636363637,2.053926658528663,4.6521739130434785,2.2484074293551526,4.190476190476191,2.2275333357561142,4.619047619047619,2.0365704131257156,fascinante
fascinar,4.190476190476191,1.503963018795596,4.363636363636363,1.8138476479691696,5.095238095238095,1.4800257398019105,4.619047619047619,1.7168631417847633,5.086956521739131,1.755848499321388,4.095238095238095,1.9976176286957896,,,4.619047619047619,1.4992061391346583,4.521739130434782,1.8057877962865383,fascinar
fastidiado,4.3,1.7198531149031608,4.695652173913044,1.6904755277381047,3,2.1447610589527217,5.636363636363637,1.787401800045305,4.857142857142857,1.8784492084087414,3,2,3.95,1.6693837501494848,3.5238095238095237,2.204972734957229,4.428571428571429,1.7768350675126992,fastidiado
fastidiarse,4.2272727272727275,1.7163587753985023,4.571428571428571,2.0142350550873793,3,1.7693034738587656,4.681818181818182,1.7831583439654703,4.730769230769231,1.9505423308955347,2.9130434782608696,1.4114159066908945,4.363636363636363,1.705605730844883,3.3333333333333335,1.9578900207451218,3.55,1.8202082009311027,fastidiarse
fastidio,3.5217391304347827,1.7804382815218003,4.521739130434782,1.9741411301072243,2.6818181818181817,1.7831583439654708,4.5,2.220038609702865,4.5,1.504379571363837,2.75,1.4817733206914758,4.0,1.6035674514745464,4.2,1.8238190122579827,4.05,1.848897253129978,fastidio
fatiga,3.5714285714285716,2.2928460168844436,4.7727272727272725,2.0454785953372094,3.3333333333333335,2.152517905461725,4.619047619047619,2.1325147238926743,5.434782608695652,1.674028536645053,2.7142857142857144,1.7071279138616748,4.05,1.7006190823220508,2.761904761904762,1.8682816143387457,3.869565217391304,1.6869646713466,fatiga
fatigado,4,2,5,1.7580981459830651,2.909090909090909,2.1136538192269017,3.9545454545454546,2.1264160039007,5.9,1.2096106376585978,3.375,1.636871352943461,,,3.6,2.137386500526187,3.8,1.3992479182911457,fatigado
felicidad,5.88,1.5895492023421816,6.043478260869565,1.1069310921135718,6.6,0.8207826816681218,6.9,0.44721359549995526,6.304347826086956,1.1051442772406617,6.0476190476190474,1.1169686869465267,,,6.25,1.0699237552766379,6.086956521739131,0.848155403763253,felicidad
felicitar,4.15,1.899445902583726,4.086956521739131,1.8068818816921466,5.666666666666667,1.4259499757471619,5.454545454545454,1.47122471584125,3.3333333333333335,2.1291625896895083,4.363636363636363,1.9406786870148713,,,5.333333333333333,1.9321835661585913,3.9047619047619047,2.0224925687072846,felicitar
feliz,5.5,1.7917941611104424,6.130434782608695,1.0997664142934642,6.761904761904762,0.6248809410409255,6.7727272727272725,0.4289320272288891,6.333333333333333,1.0645812948447533,5.363636363636363,1.9891480479617294,,,5.285714285714286,2.077085870705811,6.095238095238095,1.135991280985991,feliz
fenomenal,2.9047619047619047,1.7001400502535637,3.1818181818181817,1.867934016280417,5,1.61245154965971,4.428571428571429,1.8322507626258089,4.130434782608695,2.0737394380483285,4.380952380952381,1.8567765206451337,,,3.8095238095238093,1.8060744065250363,3.1739130434782608,2.145866510993625,fenomenal
ferviente,4.7272727272727275,1.6787441193290353,3.5,1.7159383568311668,3.2,1.751190071541826,4.111111111111111,2.204792759220492,4.166666666666667,1.585922922197518,3.3333333333333335,2.179449471770337,4.6,1.5055453054181622,3.727272727272727,2.1019471492361124,4.583333333333333,1.5050420310248862,ferviente
fervor,4.733333333333333,1.7511900715418263,3.230769230769231,2.006400016357911,3.3125,1.7017148213885114,4.875,2.4748737341529163,4.6923076923076925,1.5483655567842813,3.6,2.2211108331943574,,,3.3125,1.8874586088176875,4.142857142857143,1.9158104473902609,fervor
fervoroso,5.266666666666667,1.2798809468443688,4.2727272727272725,1.7372915179041826,4.444444444444445,1.4240006242195888,4.545454545454546,1.4396969378057562,4.916666666666667,1.9752253419585202,3.8,1.6193277068654823,3.8,1.8135294011647256,4.416666666666667,1.9752253419585195,4.583333333333333,1.7816403745544227,fervoroso
fidelidad,5.6,1.6583123951777,4.434782608695652,1.9499670616453952,6.2,1.0563093645728097,5.55,1.8202082009311036,4.0,2.0225995873897262,6.190476190476191,1.1670067531530224,,,6.65,0.5871429486123978,5.086956521739131,1.7297672854057795,fidelidad
fiel,4.380952380952381,2.178903175365773,3.3181818181818183,2.4954504056928735,6.476190476190476,1.0304876330673547,5.619047619047619,1.8021151593666394,4.3478260869565215,1.991086858344044,6,1.1832159566199232,,,6.333333333333333,0.7302967433402202,4.173913043478261,2.3287174369566115,fiel
firme,5,1.5491933384829668,3.8181818181818183,2.129975712724569,4.523809523809524,1.8335497707738293,3.9523809523809526,1.9098740920854045,3.782608695652174,1.7309094230577289,5.380952380952381,1.3592715135759479,,,4.0476190476190474,1.9098740920854045,4.434782608695652,2.106830600182562,firme
firmeza,4.956521739130435,2.0108401877995083,4,1.5075567228888183,5.636363636363637,1.2552918289216963,3.227272727272727,2.1141657857644396,3.0,1.4509525002200232,5.625,1.6632210760527557,3.4782608695652173,1.9741411301072243,4.3,1.866604008973459,4.4,1.6982963599783725,firmeza
flojear,3.6,2,4.090909090909091,1.6303400436745268,3.35,1.7252002172135514,3.0,1.7770466332772772,4.260869565217392,1.5438261590885693,2.5238095238095237,1.3273676061682242,2.9,1.410487037944882,2.45,1.700619082322051,4.2727272727272725,1.5486343655842068,flojear
flojera,3.9583333333333335,2.3121449982113194,4.090909090909091,1.7970635017820682,3,1.5894388284780525,3.45,1.932410548076104,4.434782608695652,2.0851441405707476,2.7142857142857144,1.4540583599999395,3.5652173913043477,2.0186873988384755,2.05,1.5035046776746235,4.523809523809524,1.123345344008138,flojera
flojo,2.739130434782609,1.8639496507135747,4.6521739130434785,1.8975749033526954,2.8636363636363638,1.9831541626662395,2.8181818181818183,1.7357957866601168,4.1,1.774082416646034,1.75,0.9890707100936805,,,2.8,1.9084300519426678,3.0952380952380953,1.9469145308606102,flojo
fobia,4.0476190476190474,2.085094493690645,4.181818181818182,2.238970078627004,2.9047619047619047,2.142539659020619,4.666666666666667,2.41522945769824,5.826086956521739,1.696310807526506,2.7142857142857144,2.2614786566062732,,,3.5714285714285716,1.9892568605242658,5.086956521739131,1.8068818816921466,fobia
fóbico,4.4,2.112618729145617,4,2.138089935299395,2.7142857142857144,2.02837021134844,5.0476190476190474,2.438774087040259,5.565217391304348,1.9731397903876624,2.5714285714285716,1.9892568605242655,4.869565217391305,2.221881836030132,3.142857142857143,2.080521912542963,5.173913043478261,1.800307395798726,fobico
fogosidad,4.875,1.6235361299390263,5.318181818181818,1.523978616159302,4.444444444444445,1.2935233335271095,5.578947368421052,1.6095475373078616,5.65,1.8715318802914809,3.75,1.943274501832843,5.238095238095238,1.6704718466577617,5.35,1.4964871146156,4.590909090909091,1.5010818609412189,fogosidad
fogoso,4.208333333333333,1.8876985450811388,5.260869565217392,1.0961665145715696,4.888888888888889,1.4907119849998596,5.2105263157894735,1.9025990226360547,5.409090909090909,1.9678146183760234,3.9473684210526314,1.8096557134354567,5.7368421052631575,1.2401659953032236,5.15,1.6944180805158287,4.090909090909091,2.0215291456172695,fogoso
formidable,3.7,1.5252264715358448,2.8823529411764706,1.4526851405748797,5,1.6733200530681511,4.444444444444445,2.1205499348385533,3.761904761904762,2.233937373893053,3.772727272727273,1.8239626714491246,3.7058823529411766,2.1437323142813605,3.1578947368421053,2.2425966570210236,4.45,1.731290969494334,formidable
fracasado,4.76,2.402776172125346,3.5652173913043477,2.0186873988384755,2.9,1.6827296120792614,5.1,2.3819496658255215,4.173913043478261,2.1669453555438456,2.4761904761904763,1.6917165134574887,,,3.3,2.0799797569865155,4.695652173913044,2.00985713216129,fracasado
