palabra,Prototypicality_Mean,Prototypicality_SD,Valence_Mean,Valence_SD,Arousal_Mean,Arousal_SD,Happiness_Mean,Happiness_SD,Disgust_Mean,Disgust_SD,Anger_Mean,Anger_SD,Fear_Mean,Fear_SD,Sadness_Mean,Sadness_SD,AoA_Mean,AoA_SD,Concreteness_Mean,Concreteness_SD,palabra_noaccents
cohibirse,2.727272727272727,1.5175738212786565,2.5,1.2354415362426845,5.409090909090909,2.0391195791342547,1.4,0.5982430416161186,1.7272727272727273,0.9847319278346618,2.15,1.1367080817685316,2.5555555555555554,1.1490262999202832,3.1904761904761907,1.2090925365350504,9.347826086956522,1.8734677533720452,4.086956521739131,1.64905051133457,cohibirse
cólera,3.9523809523809526,1.5644868320376009,,,,,,,,,,,,,,,,,,,colera
colérico,4.421052631578948,1.017392608238455,2.6315789473684212,1.2115429242540035,7.809523809523809,1.503963018795595,1.1578947368421053,0.501459857121279,2.473684210526316,1.4286131990551607,4.157894736842105,1.3022697235014484,3.1578947368421053,1.2588865404147533,2.6470588235294117,1.2217393579743303,10.263157894736842,1.3267380744248873,4.619047619047619,1.7168631417847633,colerico
cómoda,2.5714285714285716,1.3627702877384937,,,,,,,,,,,,,,,,,,,comoda
comodidad,2.5714285714285716,1.2071217242444345,,,,,,,,,,,,,,,,,,,comodidad
cómodo,2.3333333333333335,1.460593486680443,,,,,,,,,,,,,,,,,,,comodo
compadecerse,3.2857142857142856,1.270545439677666,4.15,2.0332758116683998,4.35,2.1830688201896455,2.25,1.2513150976809202,1.4074074074074074,0.7970744227031974,2.0952380952380953,1.220850601210562,1.3,0.4701623459816274,3.15,1.1367080817685318,9.65,1.9540780569443936,3.736842105263158,1.9956092153402372,compadecerse
compasión,3.380952380952381,1.5961262630566069,,,,,,,,,,,,,,,8.80952380952381,1.6618979396776323,,,compasion
compasivo,2.9,1.2523661815266252,,,,,,,,,,,,,,,,,,,compasivo
complacencia,3.0,1.0954451150103321,,,,,,,,,,,,,,,10.666666666666666,0.966091783079292,4.260869565217392,1.6574183458386504,complacencia
complacerse,3.5238095238095237,1.123345344008138,7.4,1.6982963599783716,4.333333333333333,1.8336626845141692,3.75,1.118033988749895,1.3043478260869565,0.7029019463944166,1.05,0.22360679774997888,1.2857142857142858,0.6436503043467892,1.3,0.5712405705774795,9.523809523809524,1.6315344807587608,4.6,1.707825127659933,complacerse
complacido,2.65,1.3484884325167863,,,,,,,,,,,,,,,,,,,complacido
complaciente,2.5,1.1002392084403616,,,,,,,,,,,,,,,10.380952380952381,1.0235326314383126,3.8636363636363638,1.8072724659645996,complaciente
comprendido,2.272727272727273,1.4534628005401833,6.8076923076923075,1.7892843434005836,7.769230769230769,1.3056092005708986,4.35,0.745159820370595,1.0,0.0,1.1428571428571428,0.47809144373375756,1.2272727272727273,0.8691439785278706,1.1904761904761905,0.40237390808147816,6.6521739130434785,2.1021351840487834,4.434782608695652,1.5322617553657478,comprendido
comprensión,2.25,1.5852942612451615,,,,,,,,,,,,,,,6.565217391304348,1.7535959666437562,,,comprension
