palabra,Prototypicality_Mean,Prototypicality_SD,Valence_Mean,Valence_SD,Arousal_Mean,Arousal_SD,Happiness_Mean,Happiness_SD,Disgust_Mean,Disgust_SD,Anger_Mean,Anger_SD,Fear_Mean,Fear_SD,Sadness_Mean,Sadness_SD,AoA_Mean,AoA_SD,Concreteness_Mean,Concreteness_SD,palabra_noaccents
acomplejado,3.3333333333333335,1.3165611772087664,1.9,1.0208355710680808,6.0,1.927248223318863,1.25,0.4442616583193193,2.0,1.2139539573337679,2.4285714285714284,0.9258200997725514,2.75,1.0699237552766379,3.9,1.0208355710680812,8.826086956521738,1.5565747335691187,4.64,1.4106735979665883,acomplejado
acomplejarse,2.3,1.3416407864998738,1.95,1.1459310165698642,5.818181818181818,2.2601382940486423,1.1,0.3077935056255463,2.65,1.4608937423083823,2.5714285714285716,1.1649647450214349,2.9,1.1652874052533588,3.95,0.9986833437344547,8.869565217391305,1.516705395558742,4.2,1.8027756377319946,acomplejarse
acongojado,4.176470588235294,0.8828430011649206,3.1176470588235294,1.1663164740528438,6.0,1.8973665961010275,1.2777777777777777,0.46088859896247675,1.6,0.9102589898327995,2.0588235294117645,1.2976222599091634,3.6875,1.25,3.2222222222222223,0.8084520834544434,10.470588235294118,0.9432422182837991,4.555555555555555,1.688097509806344,acongojado
acongojarse,3.5625,1.2632629707758134,3.4,2.384473586709294,6.052631578947368,1.8400991582740047,1.4,0.5070925528371101,1.5263157894736843,0.8411910241920598,1.588235294117647,0.8702602720890289,3.0588235294117645,1.477776549215667,3.4705882352941178,0.7998161553463033,10.176470588235293,1.9759584420492968,4.294117647058823,1.6494205756246998,acongojarse
acosado,2.380952380952381,1.3219754338182867,2.423076923076923,2.17574036912637,1.48,0.7141428428542851,1.0,0.0,4.5,0.6069769786668839,4.095238095238095,1.0910894511799616,4.409090909090909,0.6661253213344644,3.7142857142857144,1.270545439677666,8.80952380952381,2.2719825619719796,4.0,1.9023794624226837,acosado
acosar,1.4545454545454546,1.0107645728086347,,,,,,,,,,,,,,,,,,,acosar
acoso,1.2272727272727273,0.6119304490372044,,,,,,,,,,,,,,,,,,,acoso
activación,2.4285714285714284,1.5675276256394517,,,,,,,,,,,,,,,,,,,activacion
activado,2.5714285714285716,1.3989792196965818,6.9,1.1652874052533575,7.2727272727272725,1.5175738212786547,3.8,1.1050125029061648,1.15,0.36634754853252327,1.9047619047619047,1.1791845447071423,1.6,1.0954451150103321,1.0,0.0,7.35,1.5985190514644279,3.782608695652174,1.8329440238224415,activado
activarse,2.5,1.504379571363837,6.55,1.4680814547887795,8.1,1.0208355710680797,4.1,0.6407232755171879,1.037037037037037,0.19245008972987515,1.7142857142857142,1.230563169563316,1.105263157894737,0.3153017676423059,1.15,0.48936048492959294,7.95,1.932410548076105,4.0,1.7167901505579042,activarse
activo,2.272727272727273,1.3516063875403321,7.384615384615385,1.4987174003640071,7.423076923076923,1.3318581583059634,4.2,0.8944271909999155,1.05,0.22360679774997888,1.5238095238095237,0.9807674351775563,1.4545454545454546,0.7385489458759964,1.0952380952380953,0.30079260375911926,7.142857142857143,2.15141149680191,,,activo
admiración,3.1363636363636362,1.5211353699959822,,,,,,,,,,,,,,,,,,,admiracion
admirado,2.6666666666666665,1.2382783747337804,,,,,,,,,,,,,,,,,,,admirado
admirar,2.8095238095238093,1.5368489717290903,,,,,,,,,,,,,,,,,,,admirar
adoración,2.8095238095238093,1.6618979396776332,,,,,,,,,,,,,,,,,4.44,1.7097758137642882,adoracion
adorado,2.8095238095238093,1.2090925365350504,6.9,1.2937094768634547,4.318181818181818,2.3981414159891092,3.8421052631578947,1.1672930649220894,1.5,0.9459053029269173,1.35,0.8127277008872489,1.2105263157894737,0.7132825035177587,1.105263157894737,0.3153017676423059,7.857142857142857,2.0805219125429644,4.333333333333333,1.606147609943599,adorado
adorar,3.0952380952380953,1.338086764928265,,,,,,,,,,,,,,,6.857142857142857,2.197401062294143,3.85,2.007223796297028,adorar
afán,2.0,1.1726039399558574,,,,,,,,,,,,,,,9.695652173913043,1.7693034738587679,,,afan
afanado,2.9411764705882355,1.0880365478290537,5.7,1.922169826551563,6.4,1.957441939718371,2.411764705882353,1.175735064194511,1.3333333333333333,0.6513389472789297,1.5714285714285714,0.9376144618769909,1.9285714285714286,0.828741930164745,1.7142857142857142,0.7262730392025628,10.2,1.6987390281365446,3.736842105263158,1.8809603121561156,afanado
afanarse,2.5,1.3445044840729643,5.083333333333333,1.5298953265321549,5.4,1.6072751268321592,2.6470588235294117,1.1147408034263073,1.6666666666666667,0.9701425001453319,2.0588235294117645,0.8993461677306267,1.6666666666666667,0.8401680504168059,2.0,1.0606601717798212,10.411764705882353,1.697749375254329,3.2,1.4735767952260146,afanarse
afectación,3.0476190476190474,1.2440333788202984,,,,,,,,,,,,,,,9.26086956521739,2.0274792074788084,4.238095238095238,1.6704718466577608,afectacion
afectado,3.1,1.3337718577107005,2.25,1.332784974957958,6.666666666666667,1.632993161855451,1.3,0.5712405705774795,1.391304347826087,0.8387832331734847,2.9,1.1652874052533588,2.8095238095238093,1.1670067531530235,3.95,0.8255779474818962,8.19047619047619,1.9904534061124766,4.666666666666667,2.008316044185609,afectado
afectarse,2.611111111111111,0.978527638786601,2.75,1.5517392618742702,6.541666666666667,1.318073913170163,1.5,0.6882472016116853,1.3043478260869565,0.6349504353380415,2.1,0.9119095061289914,2.9047619047619047,1.2208506012105615,3.5,1.0,8.0,2.354878881270658,3.35,1.899445902583726,afectarse
afecto,3.238095238095238,1.5461164867099082,,,,,,,,,,,,,,,,,,,afecto
afectuoso,3.0,1.3451854182690985,,,,,,,,,,,,,,,,,,,afectuoso
aflicción,2.7333333333333334,1.533747356112131,,,,,,,,,,,,,,,,,4.055555555555555,1.830211245352399,afliccion
afligido,3.533333333333333,1.3557637102737472,,,,,,,,,,,,,,,,,4.705882352941177,1.6110829386763785,afligido
afortunado,2.75,1.4095538674570611,,,,,,,,,,,,,,,,,,,afortunado
afrenta,1.9,1.1972189997378646,,,,,,,,,2.6153846153846154,1.3252962900462133,2.5384615384615383,1.2659242088545832,2.25,1.3887301496588271,10.846153846153847,0.5547001962252239,4.583333333333333,1.5050420310248862,afrenta
agitación,3.4285714285714284,1.2071217242444345,,,,,,,,,,,,,,,,,,,agitacion
agitado,3.3,1.3803127029389886,3.65,1.4244112357114618,7.541666666666667,1.1412870944175504,2.15,1.0399898784932577,1.2608695652173914,0.540823555863717,3.1578947368421053,1.4245138700910813,2.6,1.313893370663573,2.15,1.1821033884786183,8.238095238095237,1.7861904127153387,4.0,1.4800257398019099,agitado
agitarse,3.1904761904761907,1.569045812557671,3.6,1.4290224851827544,7.8,0.8944271909999172,2.25,1.164157703189193,1.5555555555555556,0.8915558282417289,2.761904761904762,0.9952267030562383,1.8,1.105012502906165,1.8,0.7677718959499146,7.714285714285714,2.348251629252221,3.272727272727273,1.5175738212786565,agitarse
agobiarse,3.15,1.3088765773505318,2.6538461538461537,2.27933863552229,1.8461538461538463,1.007662947311558,1.05,0.22360679774997888,2.35,1.1367080817685316,3.380952380952381,1.0235326314383182,3.409090909090909,1.3683180815491593,3.5238095238095237,1.0779168622415933,8.4,1.353358395757908,4.52,1.710750322714179,agobiarse
agobio,3.5,1.504379571363837,2.05,0.9445132413883327,7.7727272727272725,1.3777766140664434,1.05,0.22360679774997888,2.75,1.5517392618742702,3.5714285714285716,1.2478553029669979,3.25,1.019545822516343,2.95,1.1909748329127607,,,,,agobio
agonía,3.1904761904761907,1.3645163106041502,,,,,,,,,,,,,,,,,,,agonia
agonizante,2.9473684210526314,1.5802139169719436,,,,,,,,,,,,,4.105263157894737,1.242521488394791,10.285714285714286,1.3835771443203704,4.96,1.2741009902410934,agonizante
agonizar,1.9,1.3726654823065194,,,,,,,,,,,,,,,,,,,agonizar
agotado,2.6818181818181817,1.3232846447693147,2.730769230769231,1.8012815950359855,2.1538461538461537,1.0466062370273814,1.2,0.4103913408340616,1.7,1.0310954828418377,2.380952380952381,1.3219754338182867,2.4545454545454546,1.1433981403515172,2.857142857142857,1.3147514702678331,6.904761904761905,1.5781242633190178,5.428571428571429,1.5352989471574763,agotado
agotamiento,2.1363636363636362,1.3902878956893903,,,,,,,,,,,,,,,,,,,agotamiento
agotarse,2.619047619047619,1.0712698295103098,2.6538461538461537,1.0933364602832083,2.269230769230769,1.2824255863851846,1.1,0.3077935056255463,1.6,0.8207826816681232,2.5714285714285716,1.3989792196965818,2.409090909090909,1.09801079485937,3.0476190476190474,1.0712698295103098,6.9,1.4832396974191318,3.5217391304347827,1.7286243931201823,agotarse
agradable,3.761904761904762,1.0910894511799616,,,,,,,,,,,,,,,,,4.28,1.8601075237738276,agradable
agradar,2.9047619047619047,1.2208506012105615,,,,,,,,,,,,,,,,,,,agradar
agradecer,2.9523809523809526,1.5961262630566069,,,,,,,,,,,,,,,,,,,agradecer
agradecido,3.8,1.361114094757441,,,,,,,,,,,,,,,,,4.3,2.0026298499197184,agradecido
agradecimiento,3.15,1.3869694338832115,,,,,,,,,,,,,,,,,,,agradecimiento
agrado,3.619047619047619,1.430950400125402,,,,,,,,,,,,,,,,,,,agrado
agravado,2.5,1.0431851677040116,3.111111111111111,1.2782749814122838,6.708333333333333,0.8586727202955191,1.4375,0.6291528696058958,1.4375,1.0307764064044151,2.789473684210526,1.3156725094212405,3.0,1.3719886811400708,3.4210526315789473,0.9612370197756295,10.380952380952381,1.160869952931437,4.0,1.647508942095828,agravado
agravar,2.1875,0.9105858919765157,,,,,,,,,,,,,,,10.157894736842104,1.1186876187319217,3.772727272727273,1.5409279264322764,agravar
agraviado,2.5625,1.3647344063956182,3.7058823529411766,1.3585242858683528,5.8125,2.2573952541221782,1.6111111111111112,0.7775443160352296,1.7619047619047619,0.9436504599035548,3.0,0.9660917830792959,2.0714285714285716,0.9972489631508747,3.125,1.2041594578792296,10.894736842105264,0.3153017676422952,3.8,1.6987390281365429,agraviado
agravio,2.0,1.0,,,,,,,,,,,,,,,10.8125,0.5439056290693574,3.526315789473684,1.6789024540730166,agravio
agredir,2.4761904761904763,1.569045812557671,,,,,,,,,,,,,,,,,,,agredir
agresión,1.9545454545454546,1.2140947137789433,,,,,,,,,,,,,,,,,,,agresion
agresivo,3.4285714285714284,1.4342743312012722,,,,,,,,,,,,,,,,,,,agresivo
