palabra,mean_awe,mean_relief,mean_excitement,mean_amusement,mean_pleasure,mean_contentment,mean_serenity,sd_awe,sd_relief,sd_excitement,sd_amusement,sd_pleasure,sd_contentment,sd_serenity,palabra_noaccents
computador,2.1,1.80952,2.33333,2.68182,1.83333,2.21053,2.13636,1.16529,1.12335,1.39044,1.46015,1.16718,1.35724,1.16682,computador
cómputo,1.58824,2.0625,1.58824,1.5625,2.0,2.05556,1.70588,1.00367,1.12361,1.06412,0.89209,0.87706,0.9376,0.84887,computo
común,1.7,2.95,2.5,2.0,2.25,2.5,2.85,0.97872,1.23438,1.23544,1.25656,1.33278,1.31789,0.87509,comun
comuna,1.72222,1.85,1.78947,2.5,1.61111,2.31579,1.9,1.07406,1.03999,0.97633,1.35724,1.19503,1.24956,1.11921,comuna
comunal,2.2,2.15,2.16667,1.73684,1.75,3.0,2.2,1.36111,1.26803,1.24853,0.99119,0.91047,1.25656,1.19649,comunal
comunicación,3.55,3.8,3.18182,2.95,3.45,4.15,3.65,1.14593,1.28145,1.18065,1.35627,1.39454,1.22582,1.08942,comunicacion
comunicado,2.15,2.68182,2.65,1.5,2.25,2.25,2.35,0.9333,1.17053,1.26803,0.67259,1.06992,1.20852,1.13671,comunicado
comunicar,3.9,3.2,3.09524,3.2,3.05,3.65,2.8,1.07115,1.28145,1.30018,1.15166,1.46808,1.22582,1.32188,comunicar
comunicativo,3.65,3.5,3.0,3.15,3.15,3.85,3.25,1.13671,1.31789,1.33771,1.46089,1.30888,1.1821,1.11803,comunicativo
comunidad,2.6,2.33333,2.6,2.3,3.05,3.3,2.8,1.3917,1.34056,1.35336,1.30182,1.31689,1.30182,1.05631,comunidad
comunión,2.4,1.85,3.05,2.36364,1.95,1.75,2.90476,1.35336,1.13671,1.2763,1.21677,1.31689,1.06992,1.41084,comunion
comunismo,2.2,1.52632,1.75,1.65,2.0,1.85,1.86364,1.35401,1.02026,1.11803,1.08942,1.07606,0.9333,1.03719,comunismo
comunista,2.2,1.91304,1.8,1.63636,2.3,1.95,2.04348,1.19649,0.90015,0.89443,1.09307,1.26074,1.35627,1.06508,comunista
comunitario,2.4,3.08333,2.52174,2.65,2.05,3.0,2.75,1.3917,1.24819,1.344,1.34849,1.05006,1.45095,1.20852,comunitario
concebir,3.34783,2.25,2.8,2.5,3.15,2.75,2.55,1.26522,1.29269,1.32188,1.33631,1.30888,1.37171,1.09904,concebir
conceder,2.65,3.6,2.86364,2.45,2.85,2.95,2.81818,1.34849,1.31389,1.52114,1.05006,1.30888,1.39454,1.09702,conceder
concejal,1.7,1.38462,1.65,1.4,1.43478,1.54545,1.52632,0.80131,0.75243,0.9333,0.75394,0.72777,1.01076,0.90483,concejal
concentración,3.7,3.0,2.35,2.47619,3.3,3.25,3.2,1.17429,1.24316,1.13671,1.53685,1.26074,1.33278,1.47256,concentracion
concentrado,3.75,2.9,2.7,2.15,2.95,3.35,3.33333,1.06992,1.29371,1.26074,1.34849,1.46808,1.30888,1.06458,concentrado
concentrar,3.25,2.85,3.3,2.14286,3.15,3.2,3.75,1.16416,1.30888,1.17429,1.19523,1.66307,1.00525,0.91047,concentrar
concepto,1.9,2.65,2.33333,1.7,2.45,2.9,2.33333,1.02084,1.53125,1.19722,0.97872,0.94451,1.44732,1.01653,concepto
conceptual,2.35,2.15,2.25,2.0,2.4,1.95,2.55,1.1821,1.22582,1.25132,1.3784,1.31389,1.14593,1.23438,conceptual
concerniente,1.92308,2.0,2.35,1.85714,1.85714,2.2,1.76471,1.44115,0.87706,1.08942,1.01419,0.94926,0.94112,0.97014,concerniente
concesión,1.8,2.61111,1.75,1.80952,2.47368,2.22222,2.89474,1.15166,1.33456,0.91047,1.28915,0.96427,1.55509,1.19697,concesion
concesionario,1.57895,1.75,1.85,1.36842,2.0,1.55,1.75,0.90159,0.96655,0.9333,0.68399,1.1698,0.94451,1.01955,concesionario
concha,2.15,2.0,2.35,2.6,3.3,2.2,2.90909,1.34849,1.45095,1.42441,1.46539,1.12858,1.50787,1.37699,concha
conciencia,3.95,3.25,3.3,2.66667,3.65,3.75,3.45,1.05006,1.11803,1.34164,1.35401,0.81273,1.01955,1.31689,conciencia
concienciación,3.15,3.47826,3.3,2.4,3.35,2.95,3.7,1.42441,1.53355,1.21828,1.14248,1.13671,1.35627,1.12858,concienciacion
concierto,3.4,3.16,3.8,4.20833,3.65,3.95,2.8,1.50088,1.31276,1.32188,1.31807,1.26803,1.57196,1.28145,concierto
conciliación,3.4,4.2,2.6,3.05,3.55,3.68182,3.6,1.46539,0.89443,1.14248,1.09904,1.46808,1.52398,1.14248,conciliacion
conciliar,3.1,3.65,2.86364,2.61905,3.1,3.75,3.42857,1.44732,1.30888,1.32001,1.53219,1.20961,0.71635,1.2873,conciliar
concilio,2.52632,2.77778,2.33333,2.04762,2.9375,3.66667,3.26316,1.17229,1.3956,1.34056,1.02353,1.34009,1.18818,1.19453,concilio
cónclave,1.91667,2.0,1.54545,1.22222,1.9375,1.86667,1.64286,1.31137,1.06066,0.68755,0.44096,0.85391,0.91548,0.92878,conclave
concluir,2.85,3.1,2.75,2.35,3.15,3.4,2.42857,1.08942,1.33377,1.20852,1.42441,1.30888,1.14248,1.16496,concluir
conclusión,2.59091,3.55,2.3,2.0,2.95,3.6,3.22727,1.46902,1.35627,1.21828,1.24316,1.19097,0.75394,1.44525,conclusion
concordancia,3.05,2.68421,2.31579,2.5,2.3,3.5,3.1,1.43178,1.20428,1.10818,1.39548,1.21828,1.27733,1.25237,concordancia
concordia,2.35294,3.11111,2.2,2.05263,2.68421,3.05556,3.31579,1.49755,1.49071,1.19649,1.4327,1.37649,1.55193,1.52944,concordia
concreción,2.19048,2.55556,2.09524,1.8,2.05,2.5,2.52632,1.12335,1.58011,1.33809,0.95145,1.23438,1.50489,1.26352,concrecion
concretar,2.65,2.85,2.45,1.95,2.6,2.55,2.75,1.42441,1.34849,1.14593,0.94451,1.09545,1.19097,1.25132,concretar
concreto,2.375,3.05,2.35,2.1,2.7,3.25,2.59091,1.43898,1.39454,1.49649,1.11921,1.12858,1.44641,1.40269,concreto
concurrencia,2.65,2.0,2.15789,1.94444,1.76471,2.33333,2.22222,1.38697,1.33771,1.34425,1.16175,0.75245,1.06458,1.06027,concurrencia
concurrir,2.0,2.35,2.5,1.78947,1.77778,2.55,2.0,1.1239,1.30888,1.24853,1.18223,1.11437,1.19097,1.25656,concurrir
concursante,1.75,2.2381,3.2,3.2,2.25,2.57895,1.55,0.96655,1.26114,1.15166,1.28145,1.29269,1.07061,0.60481,concursante
concurso,2.5,1.75,2.85,3.35,2.45,3.15,1.61905,1.10024,0.8507,1.34849,0.98809,1.14593,1.26803,0.92066,concurso
condado,1.73684,1.65,1.42105,1.4,1.75,1.88889,1.68182,1.09758,0.81273,0.60698,0.94032,1.06992,1.18266,0.83873,condado
conde,1.8,1.36364,2.1,1.5,1.6,1.95,2.0,1.15166,0.65795,1.33377,0.80178,0.75394,1.09904,0.97333,conde
condecoración,3.1,2.63158,2.81818,2.52632,2.84211,3.3,2.11765,1.33377,1.38285,1.50036,1.07333,1.38497,1.38031,1.26897,condecoracion
condena,1.8,1.3,1.35,1.15,1.6,1.15,1.2,1.15166,0.57124,0.81273,0.67082,1.14248,0.36635,0.41039,condena
condenado,1.35,1.65,1.55,1.25,1.15,1.1,1.47619,0.74516,1.13671,1.09904,0.55012,0.48936,0.30779,0.81358,condenado
condenar,1.6,1.5,1.24,1.19048,1.55,1.5,1.5,0.99472,0.82717,0.72342,0.60159,1.05006,0.82717,0.82717,condenar
condensación,2.15,1.9,1.6,1.9,1.8,1.35,2.05,1.34849,0.91191,0.82078,1.07115,0.69585,0.58714,1.09904,condensacion
condesa,2.05,1.5,2.15,1.6,1.7,1.65,1.85,1.19097,0.82717,1.30888,0.82078,0.97872,0.87509,1.03999,condesa
condición,1.85,1.95,2.0,1.71429,1.65217,2.2,1.90476,0.9333,1.09904,1.1127,0.95618,0.98205,1.05631,0.99523,condicion
condicional,2.0,2.52174,2.16,2.05,1.7,2.25,2.3,1.07606,1.27456,1.28062,1.14593,0.80131,1.11803,1.17429,condicional
condicionar,2.3,1.65,1.95,1.7619,1.6,1.86364,2.15,1.21828,0.74516,0.94451,0.99523,0.82078,1.03719,0.9333,condicionar
condón,1.8,3.8,2.25,2.73913,2.95,2.45,2.0,1.00525,1.32188,1.37171,1.42118,1.19097,1.57196,1.1547,condon
conducción,2.52174,2.55,2.57895,3.2,2.85,2.95238,2.375,1.27456,1.2763,1.30451,1.32188,1.42441,1.46548,1.34528,conduccion
conducir,3.27273,3.04167,3.25,2.9,3.24,3.0,2.85,1.45346,1.42887,1.25132,1.16529,1.12842,1.25656,1.26803,conducir
conducta,2.6,2.45,3.2,2.78261,2.95,2.8,2.65,1.60263,1.14593,1.19649,1.27766,1.2763,1.32188,1.08942,conducta
conducto,1.75,1.61905,1.6,1.7,1.45,1.5,1.6,0.96655,1.11697,0.94032,0.92338,0.68633,0.68825,1.09545,conducto
conductor,2.2381,1.75,2.25,2.77273,2.25,2.65,2.45,1.6095,1.11803,1.33278,1.15189,0.96655,1.22582,1.23438,conductor
conectar,3.86364,3.1,3.45,3.3,3.6,3.91304,3.36364,1.03719,1.65116,1.5035,1.65752,1.09545,1.20276,1.329,conectar
conejito,2.6,2.7,3.25,3.2,3.15,2.7,3.0,1.18766,1.41793,1.29269,1.39925,1.56525,1.49032,1.48678,conejito
conejo,2.15,2.35,2.5,2.85714,3.05,2.1,2.47619,1.26803,1.30888,1.39548,1.27615,1.23438,1.48324,1.32737,conejo
conexión,3.05,3.1,3.5,2.90476,3.8,3.4,3.5,1.23438,1.37267,1.50438,1.33809,1.15166,1.27321,1.23544,conexion
confección,2.16667,2.33333,1.75,2.57143,2.27778,2.54545,2.0,1.38267,1.18818,0.96655,1.32557,1.17851,1.62502,1.14018,confeccion
confederación,2.0,1.52632,1.84211,1.36842,2.11111,2.19048,1.6,1.1547,0.90483,1.25889,0.68399,0.83235,1.03049,0.88258,confederacion
conferencia,2.9,2.25,2.75,2.09091,2.65,3.0,2.18182,1.20961,1.29269,1.11803,1.15095,1.53125,0.91766,1.22032,conferencia
confesar,3.0,3.75,2.6,2.35,2.6,3.45,2.5,1.22474,1.29269,1.09545,1.38697,1.09545,1.09904,1.23544,confesar
confesión,2.9,3.2,2.95,2.38095,2.75,2.95,2.8,1.33377,1.32188,1.19097,1.32198,1.37171,1.35627,1.39925,confesion
confesor,1.8,2.68421,1.91304,1.85,2.15789,2.04348,2.36364,1.10501,1.41628,1.12464,1.30888,1.06787,1.22394,1.0486,confesor
confianza,3.8,3.8,4.04762,3.7,4.25,4.35,4.6,1.50787,1.32188,1.11697,1.34164,1.06992,1.22582,0.68056,confianza
confiar,3.45,3.9,3.85714,2.95455,4.16,3.95,4.22727,1.5035,1.44732,1.10841,1.58797,1.02794,1.19097,1.19251,confiar
confidencial,3.25,3.05,2.65,1.6,2.6,2.7,2.6,1.29269,1.31689,1.1821,0.88258,1.14248,1.12858,1.18766,confidencial
confidencialidad,3.0,3.24,2.85,1.85,2.95,3.45,3.1,1.33771,1.50776,1.42441,1.13671,1.31689,1.31689,1.11921,confidencialidad
confidente,3.15,3.58333,2.95,2.73913,3.15,3.5,3.8,1.30888,1.21285,1.43178,1.48377,0.81273,1.4327,0.89443,confidente
configuración,1.95,2.55,2.2,1.57143,1.5,2.85,2.56522,1.09904,1.31689,1.05631,0.97834,0.82717,1.08942,1.37597,configuracion
configurar,2.13636,2.5,2.2,1.9,1.85,2.0,1.95,1.16682,1.14708,1.28145,1.16529,1.03999,1.07606,1.14593,configurar
confirmación,2.45,3.45,2.9,2.38095,2.7,2.95,2.73913,1.46808,1.31689,1.25237,1.35927,1.30182,1.19097,1.35571,confirmacion
confirmar,2.7,3.5,2.95,2.15,2.95,2.95,2.9,1.38031,1.27733,1.09904,1.1821,1.46808,1.23438,1.37267,confirmar
conflictiva,1.61905,1.43478,1.9,1.36,1.5,1.25,1.45,1.11697,0.72777,1.25237,0.90738,0.76089,0.55012,0.60481,conflictiva
conflicto,1.7,1.6,2.05,1.7,1.4,1.2,1.3,1.08094,1.0463,1.19097,0.92338,0.68056,0.52315,0.7327,conflicto
confluencia,2.47059,1.82353,2.0,1.6,2.66667,2.58333,2.26667,1.37467,1.42457,1.1547,0.99472,1.1127,1.37895,1.2228,confluencia
conformación,1.69565,2.52632,2.05,2.14286,2.13043,1.89474,1.57895,0.92612,1.26352,1.05006,1.19523,0.96786,0.87526,0.90159,conformacion
conformar,2.35,2.5,2.35,1.55,1.9,2.55,2.3,1.1821,0.94591,1.34849,0.82558,0.85224,1.31689,1.30182,conformar
conforme,2.2,2.85714,2.35,2.15,2.65,3.15,3.45455,1.15166,1.52597,1.13671,1.1821,1.42441,1.22582,1.1434,conforme
conformidad,2.3913,3.1,1.95,1.9,2.6,2.4,3.1,1.2699,1.29371,1.09904,1.16529,1.31389,1.23117,1.25237,conformidad
confort,3.3,4.35,3.1,2.86364,4.45,4.45,4.25,1.38031,1.13671,1.37267,1.32001,0.88704,0.94451,1.01955,confort
confrontación,2.25,1.6087,2.1,1.81818,1.5,1.4,1.42857,1.06992,0.83878,1.33377,1.05272,0.60698,0.59824,0.97834,confrontacion
confundido,1.9,1.2381,1.72727,1.47619,1.45,1.6,1.85,0.91191,0.53896,0.98473,0.7496,0.60481,0.75394,1.13671,confundido
confundir,1.5,1.65,1.55,2.05,2.0,1.35,1.5,0.68825,0.81273,0.68633,1.23438,1.29777,0.48936,0.68825,confundir
confusión,2.65,1.3,2.0,2.04762,1.4,1.45,1.45,1.34849,0.57124,1.18322,1.32198,0.59824,0.60481,0.68633,confusion
confuso,1.70833,1.6087,1.35,1.45,1.4,1.7,1.35,0.85867,0.98807,0.81273,0.82558,0.59824,1.17429,0.58714,confuso
congelación,1.65,1.45,1.47368,1.2,1.7,1.7,1.80952,0.87509,0.75915,0.77233,0.52315,1.0311,0.80131,1.07792,congelacion
congelado,1.35,1.56522,1.5,1.77273,1.95,1.65,1.9,0.48936,0.84348,0.76089,1.26986,1.23438,0.81273,1.11921,congelado
congelar,1.7,2.0,1.55,1.8,1.6,1.7,1.72727,0.8645,0.97333,0.99868,0.95145,0.94032,0.8645,0.88273,congelar
congestión,1.55,1.66667,1.2,1.2,1.3,1.47368,1.65,1.05006,1.12932,0.52315,0.69585,0.65695,0.90483,1.13671,congestion
conglomerado,1.75,2.0,1.88235,1.9,1.8,1.73684,1.68421,1.11803,1.0,1.21873,1.29371,1.05631,1.28418,0.88523,conglomerado
congregación,1.47059,2.42105,1.85714,1.84211,2.11111,2.33333,1.95,0.71743,1.38707,1.01419,1.11869,1.02262,1.42595,1.09904,congregacion
congresista,1.875,1.47368,1.45,1.2,1.8,1.9,1.75,1.22696,0.69669,0.75915,0.52315,1.00525,1.07115,0.96655,congresista
congreso,1.85,2.2,2.1,1.5,2.0,1.45,1.8,1.30888,1.23969,1.25237,1.23544,0.97333,0.68633,1.15166,congreso
conjetura,1.84211,1.85,1.94737,1.85714,2.22222,1.77778,1.94737,1.06787,0.81273,1.12909,1.01419,1.00326,0.80845,0.84811,conjetura
conjunción,1.5,2.47826,1.85,1.73684,2.15,1.9,2.1,0.88852,1.16266,1.22582,0.99119,1.03999,1.07115,0.96791,conjuncion
conjunta,1.8,2.85,2.35,2.6,2.35,3.0,2.55556,1.10501,1.1821,1.38697,1.31389,1.13671,1.05409,1.24722,conjunta
conjunto,2.4,2.35,2.1,2.42857,2.15,2.68182,2.3,1.18766,1.30888,1.29371,1.46872,1.22582,1.49241,1.26074,conjunto
conjuro,2.95,2.0,2.34783,3.2381,2.7,1.95,1.54545,1.35627,1.18322,1.46501,1.22085,1.41793,1.19097,0.67098,conjuro
conmemoración,3.1,2.2,3.05,2.15,2.95455,3.15,3.13043,1.11921,1.36111,1.39454,1.42441,1.32655,1.34849,1.09977,conmemoracion
conmemorar,3.2,3.0,3.35,2.65,3.05,3.4,2.81818,1.70448,1.2792,1.30888,1.08942,1.09904,1.31389,1.05272,conmemorar
conmoción,2.85,1.95,2.0,1.85714,1.95,1.95,1.85714,1.34849,1.05006,1.37649,1.38873,1.05006,1.19097,1.23635,conmocion
connotación,2.5,1.89474,2.3913,1.61905,2.52632,2.45,2.2963,1.27733,1.04853,1.19617,1.02353,1.02026,1.05006,1.35348,connotacion
cono,1.4,1.6,1.55,1.9,1.9,1.5,1.63636,0.75394,0.88258,1.05006,1.16529,1.07115,0.94591,0.84771,cono
conocedor,3.15,3.0,2.61905,2.45,3.1,3.35,3.08,1.56525,1.29777,1.07127,1.23438,1.44732,1.53125,1.41185,conocedor
conocer,2.95,3.95,3.4,3.5,4.0,4.1,3.4,1.14593,0.94451,1.23117,1.46898,0.91766,0.55251,1.18766,conocer
conocimiento,3.8,3.8,3.24,3.5,3.6,3.7,3.9,1.28145,1.19649,1.64012,1.31789,1.3917,1.38031,0.64072,conocimiento
conquista,2.5,2.25,3.18182,2.7,2.85,2.5,2.0,1.4327,1.29269,1.68003,1.52523,1.22582,1.4327,1.02598,conquista
conquistador,3.1,1.6,2.4,2.09091,2.3,2.6,2.04545,1.37267,0.88258,1.31389,1.26901,1.17429,1.53554,1.3965,conquistador
conquistar,2.6,2.8,3.15,2.65,3.25,2.8,1.95,1.53554,1.57614,1.26803,1.26803,1.44641,1.47256,1.09904,conquistar
consagración,1.61111,2.47368,2.21053,1.58824,1.63158,2.35,2.4,0.91644,1.17229,1.03166,0.93934,0.89508,1.56525,1.18766,consagracion
consagrar,2.56522,2.25,2.2,1.56522,2.2,2.05,2.41176,1.53226,1.23828,1.05631,0.94514,1.36111,1.31689,1.27764,consagrar
consciencia,2.9,3.65,3.3,2.30435,3.08696,3.65,3.6,1.65116,1.30888,1.30182,1.32921,1.41142,1.1821,1.23117,consciencia
consciente,3.15,3.8,3.1,2.7,2.7,3.55,3.5,1.1821,1.00525,1.41049,1.34164,1.34164,1.23438,1.35133,consciente
consecución,2.11111,2.55556,2.27778,1.95,2.33333,2.63158,2.90909,1.07861,1.50381,1.4061,1.19097,1.1547,1.46099,1.41115,consecucion
consecuencia,2.16667,2.47619,2.7,1.9,2.05,1.95,2.1,1.37261,1.40068,1.17429,1.16529,1.09904,1.09904,1.25237,consecuencia
consecuente,2.54545,3.1,2.55,2.0,2.65,3.1,3.13636,1.37069,1.33377,1.23438,0.97333,1.34849,1.29371,1.24577,consecuente
consecutivo,2.0,2.0,2.3,1.65,2.25,2.2,2.61905,1.1547,1.06904,1.17429,0.98809,1.16416,1.19649,1.11697,consecutivo
conseguir,4.15,4.45,4.3,2.75,4.15,4.8,3.3,0.98809,0.99868,0.97872,1.48235,1.08942,0.41039,1.45458,conseguir
consejera,2.7,2.55,2.05,1.6087,2.5,3.0,3.45,1.38031,1.43178,1.09904,1.07615,1.46898,1.41421,0.99868,consejera
consejería,1.6,2.25,1.6,1.7,1.90476,2.55,2.25,0.68056,1.11803,0.82078,0.8645,1.09109,1.31689,1.06992,consejeria
consejero,2.73684,3.15789,2.05,1.75,2.30769,2.25,2.45833,1.28418,1.34425,1.19097,0.96655,1.37896,1.25132,1.21509,consejero
consejo,2.75,3.6,3.3,2.95238,3.05,4.05,3.56522,1.48235,1.56945,1.08094,1.32198,0.99868,0.94451,1.23679,consejo
consenso,3.2,3.5,2.54545,2.4,3.4,3.5,3.15,1.23969,1.35724,1.37069,1.46539,1.35336,1.35724,1.26803,consenso
consentimiento,2.7,3.55,2.6,1.95238,3.0,3.4,3.45,1.49032,1.09904,1.27321,1.07127,1.29777,1.35336,1.2763,consentimiento
consentir,2.75,2.625,2.2,1.86364,2.2,2.5,2.19048,1.33278,1.31256,1.28145,1.16682,1.00525,1.27733,1.03049,consentir
conserje,1.5,1.8,2.0,1.75,1.85,2.09091,2.05,0.88852,1.10501,0.91766,1.01955,1.13671,1.34196,1.14593,conserje
conservación,2.5,2.75,2.05,1.65,2.55,2.75,2.95,1.19208,1.44641,1.23438,0.9333,1.05006,1.61815,1.35627,conservacion
conservador,1.45,1.85,1.35,1.68182,1.55,1.8,2.05,0.68633,1.26803,0.67082,1.12911,0.88704,1.05631,1.2763,conservador
conservar,2.58333,3.0,2.35,2.5,3.04545,3.15,3.2,1.44212,1.41421,1.30888,1.53897,1.2527,1.08942,1.19649,conservar
conservatorio,2.7,2.05,2.2,2.35,2.9,2.75,2.6,1.52523,1.09904,1.19649,1.08942,1.37267,1.55174,1.18766,conservatorio
considerable,3.35,2.5,2.85,2.45455,2.90909,3.25,2.65,1.30888,1.35724,1.26803,1.10096,1.26901,1.40955,1.26803,considerable
consideración,3.5,3.30435,2.85,1.77273,2.76923,3.1,3.58333,1.50438,1.42812,1.26803,0.86914,1.39449,1.41049,1.17646,consideracion
considerado,3.05,3.6,2.75,2.25,3.05,3.65,3.45,1.09904,1.27321,1.48235,1.29269,1.46808,1.38697,0.99868,considerado
considerar,2.7,2.55,2.4,1.85,2.25,2.85,2.47619,1.30182,1.14593,0.88258,0.98809,1.16416,1.08942,1.03049,considerar
consigna,2.21053,1.80952,2.11765,1.85,2.05263,2.3,1.86667,1.18223,1.20909,1.26897,0.9333,1.26814,1.30182,1.18723,consigna
consiguiente,1.95,2.3,2.15,1.26087,1.6,2.33333,2.36364,1.14593,1.45458,1.13671,0.61919,0.75394,1.39044,1.09307,consiguiente
consistencia,2.55,2.45,2.8,2.55,3.3,3.45,3.05,1.2763,1.53811,1.36111,1.39454,1.26074,1.43178,1.39454,consistencia
consistente,3.36364,3.05,2.65,1.81818,2.9,3.29167,3.05,1.09307,1.2763,1.26803,1.00647,1.07115,1.30148,1.39454,consistente
consistir,1.85,1.94737,2.65,1.42857,1.77778,2.15,2.15,0.9333,1.22355,1.22582,0.97834,1.11437,0.98809,1.13671,consistir
consistorio,1.63636,1.63636,1.53333,1.25,1.93333,1.33333,1.625,0.92442,0.80904,0.74322,0.44721,0.88372,0.68599,0.95743,consistorio
consola,1.55,2.55,1.90909,4.05,2.8,2.2,1.95,0.88704,1.23438,1.15095,0.75915,1.39925,1.15166,1.19097,consola
consolado,2.45,3.65,1.9,2.09524,2.7,3.15,3.33333,1.31689,1.08942,1.20961,1.30018,1.41793,1.13671,1.19722,consolado
consolador,3.04762,3.75,2.85,3.19048,3.45,3.9,3.0,1.43095,1.37171,1.1821,1.56905,1.35627,0.78807,1.41421,consolador
consolidación,2.2,3.5,2.85,1.80952,3.25,3.1,3.40909,1.15166,1.14708,1.26803,0.98077,1.29269,1.37267,1.22121,consolidacion
consolidar,2.3,3.4,2.7,1.85,2.75,4.05,3.15,1.12858,0.94032,1.45458,1.08942,1.01955,0.99868,1.26803,consolidar
consonancia,1.94444,2.95,2.47368,1.64706,1.94737,2.57895,2.78947,1.10997,1.23438,1.21876,0.93148,1.17727,1.38707,1.39758,consonancia
consonante,1.7,2.2,1.65,1.73684,2.05,1.95,1.95,1.26074,1.05631,0.81273,0.93346,1.14593,1.23438,1.05006,consonante
consorcio,1.93333,2.125,1.47368,1.70588,1.93333,2.0,2.57143,1.09978,1.14746,0.69669,0.77174,0.96115,1.41421,1.28388,consorcio
consorte,1.92308,1.93333,1.875,1.69231,1.9375,1.91667,1.93333,1.03775,1.0328,1.14746,0.75107,1.23659,0.90034,1.09978,consorte
conspiración,1.9,1.6087,1.65,1.6,1.5,1.6,1.55,1.25237,0.98807,0.98809,0.94032,0.76089,0.94032,0.68633,conspiracion
constancia,3.95,3.7,3.30435,2.7,3.8,3.55,3.52174,1.23438,1.30182,1.22232,1.41793,1.05631,1.63755,1.30974,constancia
constante,3.0,3.4,2.66667,1.75,3.0,3.8,3.6,1.29777,1.27321,1.46456,0.91047,1.58944,1.32188,1.18766,constante
constatación,2.31579,2.5,2.5,1.65217,1.88889,2.82353,2.4375,1.29326,1.61791,1.01905,0.77511,1.2314,1.59041,1.45917,constatacion
constatar,1.95,2.7,2.52174,2.47368,2.0,2.35,2.65,1.19097,1.30182,1.44189,1.57651,1.20185,1.22582,1.30888,constatar
constelación,3.35,2.6,3.0,3.52381,3.65,3.35,3.6,1.46089,1.56945,1.33771,1.40068,1.42441,1.42441,1.23117,constelacion
consternación,2.22222,1.47619,1.77778,1.36842,1.5,1.29412,1.15789,1.11437,1.03049,1.16597,0.76089,0.82717,0.58787,0.37463,consternacion
constitución,2.0,2.3,1.85,1.65,2.25,2.6,1.85,1.29777,1.17429,0.87509,0.87509,1.25974,1.50088,0.98809,constitucion
constitucional,2.25,2.45,2.0,2.1,1.95,2.5,1.85,1.40955,1.35627,1.37649,1.33377,1.05006,1.10024,0.9333,constitucional
constitucionalidad,2.3,2.36842,1.80952,1.68182,2.52632,2.0,2.26087,1.17429,1.53516,1.12335,1.24924,1.26352,1.1698,1.32175,constitucionalidad
constituir,2.25,2.65,2.5,2.05,2.3,2.85,2.18182,1.16416,1.1821,1.70139,0.99868,1.21828,1.34849,1.18065,constituir
constituyente,1.6,2.21053,2.4,1.8,1.52632,1.95,2.05263,1.27321,1.13426,1.18766,1.00525,0.69669,0.99868,0.84811,constituyente
construcción,2.45,2.26087,2.75,1.85,2.6,3.22727,2.2,1.39454,1.21421,1.44641,0.98809,1.14248,1.34277,1.10501,construccion
constructiva,2.55,3.55,2.95,2.75,2.5,3.92,2.63636,1.35627,1.14593,1.39454,1.55174,1.46898,1.22202,1.43246,constructiva
constructor,2.4,1.95455,2.4,1.45,1.7,2.2,2.04348,1.50088,1.29016,1.14248,0.68633,1.0311,1.36111,1.06508,constructor
construir,3.35,2.75,3.2,2.8,3.8,3.5,2.95455,1.13671,1.37171,1.28145,1.36111,0.83351,1.05131,1.0455,construir
consulado,1.75,1.89474,1.5,1.5,1.84,2.31818,1.73684,0.96655,1.19697,0.76089,0.78591,0.89815,1.32328,0.93346,consulado
consulta,2.65,2.85,2.1,1.95238,2.4,2.7,2.8,1.13671,1.22582,1.33377,1.24403,0.94032,0.97872,1.28145,consulta
consultar,2.25,2.9,2.7,1.95,2.45455,2.8,2.3,1.29269,1.33377,1.34164,1.19097,1.01076,1.19649,1.17429,consultar
consultivo,2.5625,2.75,2.0,1.66667,1.82353,2.11111,2.55,1.45917,1.01955,1.09545,1.13759,0.80896,1.13183,1.23438,consultivo
consultor,1.95,2.3,1.42857,1.57895,1.95,2.3,2.78947,1.14593,1.17429,0.67612,0.90159,1.05006,0.97872,1.31567,consultor
consumidor,1.95,2.0,2.1,2.0,2.3,1.95455,2.0,0.94451,1.21395,1.02084,0.89443,1.21828,1.36198,0.91766,consumidor
consumir,1.55,2.5,1.95,2.86364,2.55,2.7,2.2,0.60481,1.31789,1.31689,1.24577,1.2763,1.17429,1.05631,consumir
consumo,1.75,2.25,1.9,2.7,2.3,2.65,2.13636,0.71635,1.18872,0.96791,1.26074,1.08094,1.38697,1.12527,consumo
contabilidad,1.9,1.5,1.47619,1.3,1.55,1.65,2.05,1.20961,0.82717,0.67964,0.65695,0.75915,1.13671,1.2763,contabilidad
contable,2.15,1.95,1.84211,1.55,1.55,1.7,2.0,0.98809,0.94451,0.95819,0.75915,0.75915,0.92338,1.12815,contable
contactar,2.08,2.69565,2.8,2.7,2.55,3.1,2.42857,1.07703,1.14554,1.57614,1.12858,1.19097,1.44732,1.32557,contactar
contacto,3.05,2.4,2.95,3.3,3.1,3.16667,3.1,1.46808,1.18766,1.14593,1.52523,1.20961,1.49395,1.55259,contacto
contador,1.4,1.95,1.5,1.4,1.7,1.85,1.72727,0.75394,1.14593,1.0,0.68056,0.8645,1.1821,0.82703,contador
contagio,1.91667,1.6,1.6,2.13043,1.0,1.35,1.31818,1.17646,0.88258,1.0463,1.6041,0.0,0.58714,0.77989,contagio
